,firmname,own,own2,type,ownername
0,케이씨씨,0.3915285284070602,0.4600232103157549,0,
19,케이씨씨,,,1,-
20,케이씨씨,,,-1,
22,케이씨씨,0.5399767896842451,0.5399767896842451,99,
25,케이씨씨건설,0.2998606074766355,0.2998606074766355,0,
34,케이씨씨건설,0.36032757009345795,0.36032757009345795,1,케이씨씨
35,케이씨씨건설,0.0022663551401869157,0.0022663551401869157,1,세우실업
36,케이씨씨건설,,,-1,
38,케이씨씨건설,0.3375454672897196,0.3375454672897196,99,
41,코리아오토글라스,0.299,0.299,0,
51,코리아오토글라스,0.199,0.199,1,케이씨씨
52,코리아오토글라스,0.002,0.002,1,세우실업
53,코리아오토글라스,,,-1,
55,코리아오토글라스,0.5,0.5,99,
58,금강레저,0.7649999999999999,0.7649999999999999,0,
68,금강레저,0.205,0.205,1,케이씨씨
69,금강레저,0.03,0.03,1,케이씨씨건설
70,금강레저,,,-1,
72,금강레저,0.0,0.0,99,
75,미래,0.0,0.0,0,
84,미래,0.23570609957977842,0.23570609957977842,1,케이씨씨건설
85,미래,,,-1,
87,미래,0.7642939004202216,0.7642939004202216,99,
90,대산컴플렉스개발,0.0,0.0,0,
99,대산컴플렉스개발,0.8,0.8,1,케이씨씨건설
100,대산컴플렉스개발,,,-1,
102,대산컴플렉스개발,0.2,0.2,99,
105,세우실업,0.65,0.65,0,
114,세우실업,0.35,0.35,1,동주피앤지
115,세우실업,,,-1,
117,세우실업,0.0,0.0,99,
120,동주상사,1.0,1.0,0,
130,동주상사,,,1,-
131,동주상사,,,-1,
133,동주상사,0.0,0.0,99,
136,동주,0.1,0.1,0,
145,동주,0.9,0.9,1,세우실업
146,동주,,,-1,
148,동주,0.0,0.0,99,
151,대호포장,1.0,1.0,0,
162,대호포장,,,1,-
163,대호포장,,,-1,
165,대호포장,0.0,0.0,99,
168,동주피앤지,1.0,1.0,0,
179,동주피앤지,,,1,-
180,동주피앤지,,,-1,
182,동주피앤지,0.0,0.0,99,
185,티앤케이정보,1.0,1.0,0,
194,티앤케이정보,,,1,-
195,티앤케이정보,,,-1,
197,티앤케이정보,0.0,0.0,99,
200,주령금속,0.0,0.0,0,
209,주령금속,1.0,1.0,1,티앤케이정보
210,주령금속,,,-1,
212,주령금속,0.0,0.0,99,
215,실바톤어쿠스틱스,1.0,1.0,0,
224,실바톤어쿠스틱스,,,1,-
225,실바톤어쿠스틱스,,,-1,
227,실바톤어쿠스틱스,0.0,0.0,99,
230,-,0.0,0.0,0,
245,-,,,1,-
246,-,,,-1,
248,-,0.0,0.0,99,
