,firmname,own,own2,type,ownername
0,하이트진로홀딩스,0.28961230193548115,0.4168761370199441,0,
15,하이트진로홀딩스,0.2716458505569088,0.2716458505569088,1,서영이앤티
16,하이트진로홀딩스,0.03674434565195127,0.03674434565195127,1,Jinro Inc.(해외)
17,하이트진로홀딩스,,,-1,
19,하이트진로홀딩스,0.27473366677119593,0.27473366677119593,99,
22,하이트진로,0.02576245313388761,0.04699552449901882,0,
37,하이트진로,0.5026802745214902,0.5026802745214902,1,하이트진로홀딩스
38,하이트진로,0.0004117530498700645,0.0004117530498700645,1,서영이앤티
39,하이트진로,0.003480951443784813,0.003480951443784813,1,Jinro Inc.(해외)
40,하이트진로,,,-1,
42,하이트진로,0.4464314964858361,0.4464314964858361,99,
45,진로소주,0.0,0.0,0,
55,진로소주,1.0,1.0,1,하이트진로홀딩스
56,진로소주,,,-1,
58,진로소주,0.0,0.0,99,
61,하이트진로산업,0.0,0.0,0,
71,하이트진로산업,1.0,1.0,1,하이트진로
72,하이트진로산업,,,-1,
74,하이트진로산업,0.0,0.0,99,
77,하이트진로음료,0.0,0.0,0,
87,하이트진로음료,1.0,1.0,1,하이트진로
88,하이트진로음료,,,-1,
90,하이트진로음료,0.0,0.0,99,
93,진로양조,0.0,0.0,0,
103,진로양조,1.0,1.0,1,하이트진로
104,진로양조,,,-1,
106,진로양조,0.0,0.0,99,
109,강원물류,0.0,0.0,0,
119,강원물류,1.0,1.0,1,하이트진로
120,강원물류,,,-1,
122,강원물류,0.0,0.0,99,
125,수양물류,0.0,0.0,0,
135,수양물류,1.0,1.0,1,하이트진로
136,수양물류,,,-1,
138,수양물류,0.0,0.0,99,
141,천주물류,0.0,0.0,0,
151,천주물류,1.0,1.0,1,하이트진로
152,천주물류,,,-1,
154,천주물류,0.0,0.0,99,
157,농업회사법인팜컬쳐,0.0,0.1,0,
167,농업회사법인팜컬쳐,0.9,0.9,1,하이트진로
168,농업회사법인팜컬쳐,,,-1,
170,농업회사법인팜컬쳐,0.0,0.0,99,
173,블루헤런,0.0,0.0,0,
183,블루헤런,1.0,1.0,1,하이트진로산업
184,블루헤런,,,-1,
186,블루헤런,0.0,0.0,99,
189,서영이앤티,0.99911534358494,0.99911534358494,0,
199,서영이앤티,,,1,-
200,서영이앤티,,,-1,
202,서영이앤티,0.0008846564150599745,0.0008846564150599745,99,
205,연암,1.0,1.0,0,
215,연암,,,1,-
216,연암,,,-1,
218,연암,0.0,0.0,99,
221,송정,1.0,1.0,0,
231,송정,,,1,-
232,송정,,,-1,
234,송정,0.0,0.0,99,
237,대우화학,1.0,1.0,0,
247,대우화학,,,1,-
248,대우화학,,,-1,
250,대우화학,0.0,0.0,99,
253,대우패키지,1.0,1.0,0,
263,대우패키지,,,1,-
264,대우패키지,,,-1,
266,대우패키지,0.0,0.0,99,
269,대우컴바인,1.0,1.0,0,
280,대우컴바인,,,1,-
281,대우컴바인,,,-1,
283,대우컴바인,0.0,0.0,99,
