,firmname,own,own2,type,ownername
0,네이버,0.037319422260814715,0.1526347668633051,0,
21,네이버,,,1,-
22,네이버,1.826335076052702e-07,1.826335076052702e-07,-1,
23,네이버,1.2084250419882044e-05,1.2084250419882044e-05,-1,
24,네이버,3.04389179342117e-08,3.04389179342117e-08,-1,
27,네이버,0.8473529358138494,0.8473529358138494,99,
30,네이버비즈니스플랫폼,0.0,0.0,0,
39,네이버비즈니스플랫폼,1.0,1.0,1,네이버
40,네이버비즈니스플랫폼,,,-1,
43,네이버비즈니스플랫폼,0.0,0.0,99,
46,네이버웹툰,0.0,0.0,0,
55,네이버웹툰,1.0,1.0,1,네이버
56,네이버웹툰,,,-1,
59,네이버웹툰,0.0,0.0,99,
62,리코,0.0,0.0,0,
71,리코,1.0,1.0,1,네이버웹툰
72,리코,,,-1,
75,리코,0.0,0.0,99,
78,스튜디오엔,0.0,0.0,0,
87,스튜디오엔,1.0,1.0,1,네이버웹툰
88,스튜디오엔,,,-1,
91,스튜디오엔,0.0,0.0,99,
94,비닷두,0.0,0.22021302947733465,0,
103,비닷두,0.5170918999256874,0.5170918999256874,1,네이버웹툰
104,비닷두,,,-1,
107,비닷두,0.26269507059697794,0.26269507059697794,99,
110,스노우,0.0,0.0,0,
119,스노우,0.7083806114936593,0.7083806114936593,1,네이버
120,스노우,0.1782432960494982,0.1782432960494982,1,라인플러스
121,스노우,0.11337609245684256,0.11337609245684256,1,LINE Corporation
122,스노우,,,-1,
125,스노우,0.0,0.0,99,
128,플레이리스트,0.0,0.0,0,
137,플레이리스트,0.41864316727130846,0.41864316727130846,1,네이버웹툰 주식회사
138,플레이리스트,0.41864316727130846,0.41864316727130846,1,스노우 주식회사
139,플레이리스트,,,-1,
142,플레이리스트,0.16271366545738314,0.16271366545738314,99,
145,어뮤즈,0.0,0.0,0,
154,어뮤즈,1.0,1.0,1,스노우
155,어뮤즈,,,-1,
158,어뮤즈,0.0,0.0,99,
161,하트잇,0.0,0.0,0,
170,하트잇,1.0,1.0,1,스노우
171,하트잇,,,-1,
174,하트잇,0.0,0.0,99,
