,Unnamed: 0,firm,kiscode,kiscode_tf
4,4,에이치디씨영창(주),390046,390046
5,5,에이치디씨아이서비스(주),273880,273880
6,6,호텔에이치디씨(주),372796,372796
7,7,에이치디씨신라면세점(주),HD4399,1801404399
8,8,에이치디씨아이파크몰(주),197239,197239
9,9,에이치디씨아이앤콘스(주),129414,129414
10,10,부동산일일사(주),142143,142143
11,11,에이치디씨자산운용(주),145627,145627
12,12,서울-춘천고속도로(주),370009,370009
13,13,부산컨테이너터미널(주),I81274,19081274
14,14,북항아이브리지(주),390953,390953
15,15,지개남산도시고속화도로(주),HR4462,1802904462
16,16,(주)에이치디씨민간임대주택제1호위탁관리부동산투자회사,IS3504,1903103504
17,17,미래비아이(주),C12029,13012029
18,18,통영에코파워(주),J21262,21021262
19,19,에이치디씨현대피씨이(주),L76690,23076690
20,20,에이치디씨스포츠(주),372694,372694
21,21,아이파크마리나(주),L74041,23074041
22,22,엠엔큐투자파트너스(유),IV2588,1903402588
23,23,아이시어스(주),H36266,18036266
0,0,한국타이어앤테크놀로지(주),I66472,19066472
1,1,한국앤컴퍼니(주),351067,351067
2,2,(주)한국아트라스비엑스,351296,351296
3,3,(주)한국엔지니어링웍스,767662,767662
4,4,모델솔루션(주),499459,499459
5,5,(주)한국프리시전웍스,350842,350842
6,6,아름일렉트로닉스(주),048399,48399
7,7,(주)한국네트웍스,153529,153529
8,8,(주)아름덴티스트리,H68510,18068510
9,9,한국카앤라이프(주),IN6515,1902506515
10,10,신양관광개발(주),278939,278939
11,11,에이치케이모터즈(주),HR8096,1802908096
12,12,한오토모빌레(주),JC6643,2101306643
13,13,한국동그라미파트너스(주),CR1297,1302901297
14,14,리뉴에너지(주),G33316,17033316
15,15,(주)세일환경,222111,222111
16,16,(주)두원홀딩스,JJ4671,2102104671
17,17,(주)리뉴카본,IU4505,1903304505
18,18,(주)아트라스비엑스모터스포츠,F13155,16013155
19,19,신양월드레저(주),F13152,16013152
20,20,에프더블유에스투자자문(주),392689,392689
21,21,아노텐더블유티이(주),F13153,16013153
22,22,에스피팀(주),JF5963,2101605963
23,23,에이치투더블유티이(주),F13154,16013154
24,24,작스모터스(주),HH0361,1801800361
0,0,(주)셀트리온,251763,251763
1,1,(주)셀트리온제약,164557,164557
2,2,(주)셀트리온헬스케어,186669,186669
3,3,(주)셀트리온스킨큐어,162731,162731
4,4,(주)티에스이엔씨,481843,481843
5,5,(주)셀트리온엔터테인먼트,E92925,15092925
6,6,(주)셀트리온홀딩스,H15069,18015069
7,7,(주)셀트리온충북대바이오메딕스,JE8354,2101508354
8,8,(주)셀트리온충북대코스메틱스,JE8065,2101508065
9,9,(주)티에스이엔엠,219309,219309
0,0,한국지엠(주),086314,86314
1,1,지엠테크니컬센터코리아(주),JK4056,2102204056
2,2,지엠아시아퍼시픽지역본부(주),955094,955094
0,0,교보증권(주),860115,860115
1,1,교보생명보험(주),870200,870200
2,2,(주)교보문고,340944,340944
3,3,교보리얼코(주),813192,813192
4,4,교보핫트랙스(주),632627,632627
5,5,케이씨에이손해사정(주),211777,211777
6,6,교보정보통신(주),028185,28185
7,7,교보자산신탁(주),968439,968439
8,8,교보악사자산운용(주),812960,812960
9,9,교보라이프플래닛생명보험(주),J97175,21097175
10,10,제일종합관리서비스(주),405263,405263
11,11,케이씨에이서비스(주),IB2584,1901202584
12,12,코에프씨교보한화그로쓰챔프2010의6호사모투자전문회사(자),H20961,18020961
13,13,교보데이터센터(유),C52371,13052371
0,0,(주)경동나비엔,383988,383988
1,1,(주)경동도시가스,IP2477,1902702477
2,2,(주)경동인베스트,350982,350982
3,3,(주)경동,352900,352900
4,4,(주)경동원,362336,362336
5,5,(주)경동티에스,012132,12132
6,6,(주)경동에버런,693049,693049
7,7,(주)경동건설,210180,210180
8,8,(주)원진월드와이드,IV8009,1903408009
9,9,(주)경동이앤에스,378693,378693
10,10,(주)경동개발,980064,980064
11,11,(주)경동홀딩스,098602,98602
12,12,(주)케이디파워텍,L48389,23048389
13,13,(주)경동에너아이,IR9821,1902909821
14,14,(주)원진,350974,350974
15,15,(주)경동바이오테크,H82205,18082205
16,16,경동강북고객서비스(주),C68987,13068987
17,17,경동강동고객서비스(주),C81914,13081914
18,18,(주)원진테크,124986,124986
19,19,(주)그린바이오매스,I14007,19014007
20,20,경동강남고객서비스(주),C51089,13051089
21,21,경동양산고객서비스(주),C52991,13052991
22,22,(주)경동월드와이드,222124,222124
23,23,농업회사법인(주)파라원,HK2667,1802202667
24,24,(주)경동아천자원개발,C88843,13088843
0,0,한국투자금융지주(주),097600,97600
1,1,드림라인(주),818160,818160
2,2,한국투자증권(주),091255,91255
3,3,(주)카카오뱅크,HM8410,1802408410
4,4,(주)한국투자저축은행,880728,880728
5,5,한국투자신탁운용(주),137885,137885
6,6,한국투자파트너스(주),820849,820849
7,7,한국투자캐피탈(주),M30080,24030080
8,8,한국투자밸류자산운용(주),388938,388938
9,9,드림마크원(주),IJ1842,1902101842
10,10,한국투자프라이빗에쿼티(주),G54063,17054063
11,11,(주)이메디원,C88415,13088415
12,12,도시환경(주),285163,285163
13,13,(주)일성,126507,126507
14,14,드림라인쏠라파워2호(주),IO4249,1902604249
15,15,우리성장파트너십신기술사모투자전문회사(자),HC6953,1801306953
16,16,이큐그린제삼차(유),JE0297,2101500297
17,17,이큐그린제이차(유),JD5196,2101405196
18,18,이큐파트너스그린사모투자(자),IX2953,1903602953
19,19,이큐파트너스제1호글로벌사모투자전문회사,H42297,18042297
20,20,이큐파트너스제1호환경서비스사모투자(자),IO9352,1902609352
21,21,이큐파트너스제2호의1기업재무안정(유),L95698,23095698
22,22,이큐피포스코글로벌제1호해외자원개발사모투자전문회사,I88626,19088626
23,23,케이아이피그로쓰(유),IR5802,1902905802
24,24,한국투자글로벌제약산업육성사모투자전문회사,CC0667,1301300667
25,25,(자)이큐파트너스제2호기업재무안정사모투자전문회사,L82007,23082007
26,26,글로벌다이너스티해외자원개발사모투자전문회사,F26423,16026423
27,27,이큐파트너스아시아인프라사모투자전문회사,J47977,21047977
28,28,케이아이피플러스(유),IQ7006,1902807006
29,29,이큐그린제일차(유),JB5883,2101205883
0,0,(주)포스코,370673,370673
1,1,(주)포스코케미칼,520233,520233
2,2,(주)포스코인터내셔널,158358,158358
3,3,포스코강판(주),371564,371564
4,4,(주)포스코아이씨티,813605,813605
5,5,(주)포스코엠텍,370550,370550
6,6,(주)포스코건설,502146,502146
7,7,(주)포스코오앤엠,084878,84878
8,8,(주)포스코에이앤씨건축사사무소,039012,39012
9,9,(주)포스코휴먼스,F06292,16006292
10,10,포스코에너지(주),128380,128380
11,11,(주)포스코플랜텍,987166,987166
12,12,(주)에스엔엔씨,388462,388462
13,13,(주)포스코인재창조원,CD3034,1301403034
14,14,(주)엔투비,158326,158326
15,15,(주)피엠씨텍,I81742,19081742
16,16,(주)포스코경영연구원,398594,398594
17,17,삼척블루파워(주),H78737,18078737
18,18,(주)호텔라온제나,CD3542,1301403542
19,19,(주)피엔알,C06102,13006102
20,20,(주)부산이앤이,F22373,16022373
21,21,포스코기술투자(주),625256,625256
22,22,포스코터미날(주),099832,99832
23,23,(주)순천에코트랜스,H31276,18031276
24,24,(주)포항에스알디씨,G74340,17074340
25,25,우이신설경전철(주),687206,687206
26,26,(주)에스피에이치,M35449,24035449
27,27,(주)탄천이앤이,C92845,13092845
28,28,(주)포스코알텍,IQ9194,1902809194
29,29,송도개발피엠씨(유),JH5858,2101805858
30,30,게일인터내셔널코리아(유),C10551,13010551
31,31,포항특수용접봉(주),I67173,19067173
32,32,(주)피에스아이비,C44788,13044788
33,33,포항테크노밸리피에프브이(주),H50639,18050639
34,34,피에스씨에너지글로벌(주),H31277,18031277
0,0,(주)카카오,041800,41800
1,1,(주)카카오게임즈,J88973,21088973
2,2,(주)카카오커머스,JJ4508,2102104508
3,3,(주)카카오모빌리티,IQ0276,1902800276
4,4,(주)카카오브이엑스,J35473,21035473
5,5,(주)카카오스페이스,HE8796,1801508796
6,6,(주)카카오페이지,G69732,17069732
7,7,(주)카카오엠,JF7007,2101607007
8,8,(주)스타쉽엔터테인먼트,T44752,32044752
9,9,(주)프렌즈게임즈,HC5495,1801305495
10,10,(주)레디엔터테인먼트,C03226,13003226
11,11,(주)카카오브레인,IN2244,1902502244
12,12,(주)스테이지파이브,FO4704,1602604704
13,13,(주)비에이치엔터테인먼트,F55851,16055851
14,14,(주)숲엔터테인먼트,H54284,18054284
15,15,(주)티앤케이팩토리,H65867,18065867
16,16,(주)야나두,F18766,16018766
17,17,(주)카카오인베스트먼트,IP2361,1902702361
18,18,(주)카카오벤처스,H98750,18098750
19,19,(주)케이큐브홀딩스,C15482,13015482
20,20,(주)카카오페이,IP1707,1902701707
21,21,(주)케이앤웍스,C68599,13068599
22,22,(주)엔플루토,C11610,13011610
23,23,(주)하시스,214827,214827
24,24,(주)키위플러스,L38745,23038745
25,25,(주)키즈노트,I05452,19005452
26,26,록앤올(주),G00324,17000324
27,27,(주)손노리,L96758,23096758
28,28,(주)다온크리에이티브,M03707,24003707
29,29,메가몬스터(주),M35489,24035489
30,30,(주)툰노리,J88429,21088429
31,31,(주)포유키즈,E94066,15094066
32,32,그레이고(주),IM7412,1902407412
33,33,(주)다음글로벌홀딩스,C16165,13016165
34,34,(주)라이프엠엠오,JM7672,2102407672
35,35,(주)레프트라이트,HP0023,1802700023
36,36,(주)모빌,JC3860,2101303860
37,37,(주)플러스투퍼센트,L95583,23095583
38,38,(주)그라운드원,JA8776,2101108776
39,39,(주)네오바자르,CD0750,1301400750
40,40,(주)뉴런잉글리쉬,E93835,15093835
41,41,(주)디케이테크인,HH9152,1801809152
42,42,(주)링키지랩,HN6287,1802506287
43,43,(주)문화인,HQ3173,1802803173
44,44,(주)삼양씨앤씨,IX0789,1903600789
45,45,(주)아산카카오메디컬데이터,JK6080,2102206080
46,46,(주)아씨오,HO9112,1802609112
47,47,(주)엔글,HI2797,1801902797
48,48,(주)오닉스케이,H60732,18060732
49,49,(주)와이드에스컴퍼니,HU2583,1803302583
50,50,(주)이앤티스토리엔터테인먼트,IX6362,1903606362
51,51,(주)제이와이드컴퍼니,E93150,15093150
52,52,(주)케이벤처그룹,IQ3799,1902803799
53,53,(주)크래커엔터테인먼트,HP8641,1802708641
54,54,(주)티포인베스트,G24756,17024756
55,55,(주)플레이엠엔터테인먼트,G46209,17046209
56,56,(주)픽셀허브,L56584,23056584
57,57,(주)하이라인엔터테인먼트,IV3578,1903403578
58,58,(주)파킹스퀘어,J17416,21017416
59,59,(주)골프앤데이타시스템,C69089,13069089
60,60,(주)나일론코리아미디어,IN9658,1902509658
61,61,(주)골프와친구,F83788,16083788
62,62,(주)모두다,HG0364,1801700364
63,63,(주)버즈피아,E78622,15078622
64,64,(주)어바웃타임,M31929,24031929
65,65,울트라캡숑(주),E95574,15095574
66,66,이미지온(주),H31638,18031638
67,67,(주)디케이비즈니스,HH8780,1801808780
68,68,(주)엠텍크루,HO9090,1802609090
69,69,(주)제이코믹스,JH8790,2101808790
70,70,(주)카카오메이커스,IM3837,1902403837
0,0,대우조선해양(주),152019,152019
1,1,대한조선(주),262595,262595
2,2,신한중공업(주),818658,818658
3,3,삼우중공업(주),C12927,13012927
4,4,디에스엠이정보시스템(주),IM1518,1902401518
0,0,팬오션(주),720020,720020
1,1,(주)엔에스쇼핑,174048,174048
2,2,(주)팜스코,120329,120329
3,3,(주)선진,F77924,16077924
4,4,(주)하림,F91473,16091473
5,5,(주)하림지주,310360,310360
6,6,(주)올품,179793,179793
7,7,제일사료(주),F60460,16060460
8,8,한강씨엠(주),171847,171847
9,9,농업회사법인(주)팜스코바이오인티,L49492,23049492
10,10,(주)싱그린에프에스,467992,467992
11,11,농업회사법인(주)주원산오리,093285,93285
12,12,농업회사법인(주)선진한마을,092484,92484
13,13,(주)선진에프에스,C13067,13013067
14,14,(주)포스에스엠,HJ5420,1802105420
15,15,(주)선진햄,159100,159100
16,16,한국썸벧(주),IQ9812,1902809812
17,17,(주)팜스코푸드,J99446,21099446
18,18,(주)하림펫푸드,IP0402,1902700402
19,19,(주)애그리로보텍,F18235,16018235
20,20,농업회사법인(주)포크랜드,537159,537159
21,21,(주)에코캐피탈,F21483,16021483
22,22,(주)참트레이딩,H23502,18023502
23,23,농업회사법인(주)봉산지피,M18647,24018647
24,24,농업회사법인(주)순우리한우,419868,419868
25,25,(주)하림산업,E78900,15078900
26,26,농업회사법인(주)익산,157936,157936
27,27,한국인베스트먼트(주),G71746,17071746
28,28,농업회사법인(유)에이치비씨,I43614,19043614
29,29,(주)에버미라클,226111,226111
30,30,(주)엔디,C91126,13091126
31,31,(주)동림건설,F00316,16000316
32,32,(주)에이치에스푸드,HO8118,1802608118
33,33,(주)청운농업회사법인,C81855,13081855
34,34,(주)하림엠에스,I91511,19091511
35,35,(주)선진브릿지랩,C97579,13097579
36,36,팜엔코(주),M19047,24019047
37,37,농업회사법인(주)한사랑,G01362,17001362
38,38,(주)경우,283355,283355
39,39,(주)맥시칸,294709,294709
40,40,(주)하림애니멀클리닉,G70016,17070016
41,41,농업회사법인(주)봉화,C97560,13097560
42,42,(주)선진팜,HU2924,1803302924
43,43,(주)엔바이콘,HQ0658,1802800658
44,44,(주)디디에프엔비,L78478,23078478
45,45,(주)엔에스홈쇼핑미디어센터,G19805,17019805
46,46,(주)하림유통,G13417,17013417
47,47,농업회사법인(주)늘푸른,L47773,23047773
48,48,농업회사법인(주)봉화제네틱스,J56966,21056966
49,49,농업회사법인피그앤그린(주),F97619,16097619
50,50,(주)선진미트농업회사법인,C97554,13097554
51,51,(주)하림식품,L07263,23007263
52,52,(주)그린바이텍,178743,178743
0,0,넥슨지티(주),222933,222933
1,1,(주)넥슨코리아,381798,381798
2,2,(주)네오플,198274,198274
3,3,(주)넥슨네트웍스,054063,54063
4,4,(주)엔미디어플랫폼,H81972,18081972
5,5,(주)엔엑스씨,799173,799173
6,6,(주)중앙판교개발,109278,109278
7,7,(주)띵소프트,F98173,16098173
8,8,(주)넥슨스페이스,J81515,21081515
9,9,스토케코리아(유),H93319,18093319
10,10,유한책임회사와이즈키즈,196338,196338
11,11,(주)아퀴스코리아,H94241,18094241
12,12,유한책임회사엔엑스프로퍼티스,214529,214529
13,13,(주)슈퍼애시드,I91097,19091097
14,14,(유)가승개발,HM8099,1802408099
15,15,(주)넥슨커뮤니케이션즈,J29231,21029231
16,16,(주)브이아이피사모주식형펀드일호,450727,450727
17,17,(주)블록체인엔터테인먼트랩,C17832,13017832
18,18,(유)소호브릭스,HW0115,1803500115
19,19,(주)넥슨레드,L92171,23092171
20,20,(주)불리언게임즈,E78572,15078572
0,0,현대자동차(주),380954,380954
1,1,기아자동차(주),380911,380911
2,2,현대제철(주),370142,370142
3,3,현대모비스(주),380130,380130
4,4,현대건설(주),500577,500577
5,5,현대로템(주),119613,119613
6,6,현대위아(주),380962,380962
7,7,현대오토에버(주),159613,159613
8,8,현대글로비스(주),163890,163890
9,9,현대차증권(주),860140,860140
10,10,(주)이노션,381929,381929
11,11,현대비앤지스틸(주),370266,370266
12,12,현대엔지니어링(주),160216,160216
13,13,현대트랜시스(주),128373,128373
14,14,현대캐피탈(주),021637,21637
15,15,현대카드(주),044292,44292
16,16,(주)현대케피코,389439,389439
17,17,현대오트론(주),381542,381542
18,18,해비치호텔앤드리조트(주),163446,163446
19,19,현대엠엔소프트(주),975583,975583
20,20,현대아이에이치엘(주),103381,103381
21,21,현대커머셜(주),485172,485172
22,22,현대엠시트(주),189293,189293
23,23,(주)현대종합설계건축사사무소,215131,215131
24,24,현대종합특수강(주),F39588,16039588
25,25,현대스틸산업(주),200183,200183
26,26,(주)지아이티,124724,124724
27,27,에이치엘그린파워(주),F06276,16006276
28,28,현대엔지비(주),164179,164179
29,29,(주)지마린서비스,467789,467789
30,30,현대첨단소재(주),221695,221695
31,31,해비치컨트리클럽(주),827983,827983
32,32,현대머티리얼(주),F22359,16022359
33,33,현대파텍스(주),382164,382164
34,34,기아타이거즈(주),910252,910252
35,35,그린에어(주),C77837,13077837
36,36,농업회사법인(주)현대서산농장,513850,513850
37,37,블루월넛(주),IL5464,1902305464
38,38,위아마그나파워트레인(주),C83529,13083529
39,39,현대도시개발(주),494261,494261
40,40,현대위아터보(주),L02386,23002386
41,41,현대에코에너지(주),IS5768,1903105768
42,42,(주)서울피엠씨,023973,23973
43,43,데이원에너지(주),C96594,13096594
44,44,서림개발(주),C77835,13077835
45,45,메인트란스(주),C38959,13038959
46,46,(주)아토즈서플라이서비스,110505,110505
47,47,부산파이낸스센터에이엠씨(주),F00306,16000306
48,48,(주)서림환경기술,C77836,13077836
49,49,송도랜드마크시티(유),C38609,13038609
50,50,전북현대모터스에프씨(주),C77834,13077834
51,51,동북선도시철도(주),JE9284,2101509284
52,52,율촌제2산업단지개발(주),I09695,19009695
0,0,고려아연(주),370380,370380
1,1,(주)코리아써키트,380849,380849
2,2,(주)영풍,370274,370274
3,3,(주)인터플렉스,781088,781088
4,4,영풍정밀(주),388947,388947
5,5,시그네틱스(주),383686,383686
6,6,영풍전자(주),451754,451754
7,7,(주)테라닉스,625507,625507
8,8,(주)영풍문고홀딩스,007158,7158
9,9,서린상사(주),371530,371530
10,10,(주)징크옥사이드코퍼레이션,G61232,17061232
11,11,(주)케이지엑스,392090,392090
12,12,(주)클린코리아,058231,58231
13,13,켐코(주),IM7047,1902407047
14,14,코리아니켈(주),023884,23884
15,15,(주)알란텀,C42374,13042374
16,16,유미개발(주),028088,28088
17,17,영풍개발(주),187305,187305
18,18,서린정보기술(주),051536,51536
19,19,(주)엑스메텍,F12880,16012880
20,20,(주)와이투북스,J29149,21029149
21,21,농업회사법인에스피팜랜드(유),HQ6720,1802806720
22,22,씨케이(유),I68026,19068026
23,23,케이지그린텍(주),F14874,16014874
0,0,엔에이치투자증권(주),860301,860301
1,1,남해화학(주),350052,350052
2,2,농업회사법인(주)농우바이오,454958,454958
3,3,농협은행(주),H80827,18080827
4,4,(주)농협파트너스,203952,203952
5,5,(주)농협하나로유통,CR3759,1302903759
6,6,농협경제지주(주),H82143,18082143
7,7,(주)농협유통,057701,57701
8,8,농협생명보험(주),H80828,18080828
9,9,농협손해보험(주),H82144,18082144
10,10,(주)농협사료,091975,91975
11,11,(주)농협목우촌,485219,485219
12,12,(주)농협정보시스템,493000,493000
13,13,엔에이치농협캐피탈(주),495653,495653
14,14,(주)농협충북유통,133578,133578
15,15,(주)농협부산경남유통,133644,133644
16,16,(주)농협케미컬,351857,351857
17,17,(주)농협물류,483242,483242
18,18,(주)농협네트웍스,207098,207098
19,19,(주)농협대전유통,133629,133629
20,20,(주)농협홍삼,212098,212098
21,21,엔에이치아문디자산운용(주),210741,210741
22,22,엔에이치저축은행(주),H03692,18003692
23,23,농협금융지주(주),H81975,18081975
24,24,농업회사법인농협양곡(주),CR3907,1302903907
25,25,엔에이치선물(주),223913,223913
26,26,(주)엔에이치농협무역,261980,261980
27,27,농업회사법인오리온농협(주),HU2786,1803302786
28,28,농업회사법인농협식품(주),IR8348,1902908348
29,29,(주)농협아그로,046476,46476
30,30,농업회사법인농협티엠알(주),I69299,19069299
31,31,엔에이치농협리츠운용(주),JE3100,2101503100
32,32,(주)공영홈쇼핑,CR5150,1302905150
33,33,농업협동조합자산관리회사,213822,213822
34,34,(주)상림농업회사법인,149781,149781
35,35,농협흙사랑(주),151044,151044
36,36,(자)엔에이치아주아이비중소중견그로쓰2013사모투자전문회사,L89463,23089463
37,37,(자)코에프씨우리그로쓰챔프2010의3호사모투자전문회사,F34104,16034104
38,38,(주)엔에이치김해아이앤디,JJ1119,2102101119
39,39,엔에이치뉴그로쓰사모투자(자),JK2283,2102202283
40,40,엔에이치애그리비즈밸류크리에이티브제일호사모투자(자),HO1935,1802601935
41,41,엔에이치큐씨피중소중견글로벌투자파트너쉽사모투자전문회사,L56739,23056739
42,42,이니어스엔에이치사모투자(자),IO7905,1902607905
43,43,(주)햇살유통,J36175,21036175
0,0,디엘(주),500070,500070
1,1,대림건설(주),500739,500739
2,2,(주)삼일씨엔에스,360198,360198
3,3,(주)대림,023705,23705
4,4,글래드호텔앤리조트(주),903043,903043
5,5,디엘모터스(주),381586,381586
6,6,디앤에이모터스(주),IX7530,1903607530
7,7,포천파워(주),C43222,13043222
8,8,디엘에너지(주),L40345,23040345
9,9,포승그린파워(주),M33400,24033400
10,10,(주)켐텍,F22384,16022384
11,11,밀머란에스피씨(주),L19845,23019845
12,12,송도파워(주),C38956,13038956
13,13,덕송내각고속화도로(주),F98513,16098513
14,14,청진이삼프로젝트(주),F34899,16034899
15,15,하이웨이솔라(주),L39441,23039441
16,16,험프리에스엘큐원(주),F16947,16016947
17,17,에이플러스디(주),F22386,16022386
18,18,에코술이홀(주),372696,372696
19,19,제주항공우주호텔(주),I71408,19071408
20,20,김해동서터널(주),C15424,13015424
21,21,청진이삼자산관리(주),H30184,18030184
22,22,(주)대림제5호천안원성동기업형임대위탁관리부동산투자회사,IL7761,1902307761
23,23,(주)대림제6호부산우암동기업형임대위탁관리부동산투자회사,IR3602,1902903602
24,24,대림에이엠씨(주),HS6245,1803106245
25,25,고려개발(주),500046,500046
0,0,(주)제주항공,368575,368575
1,1,애경산업(주),353574,353574
2,2,애경유화(주),I66906,19066906
3,3,AK홀딩스(주),352870,352870
4,4,에이케이에스앤디(주),125359,125359
5,5,(주)제이에이에스,167389,167389
6,6,에이케이켐텍(주),353604,353604
7,7,애경화학(주),351890,351890
8,8,에이케이아이에스(주),350796,350796
9,9,(주)에이텍,353876,353876
10,10,수원애경역사(주),073220,73220
11,11,코스파(주),732010,732010
12,12,에이케이앤엠엔바이오팜(주),C46704,13046704
13,13,애경개발(주),811076,811076
14,14,애경피앤티(주),153664,153664
15,15,에이케이레저(주),099486,99486
16,16,에이엠플러스자산개발(주),C12163,13012163
17,17,(주)마포애경타운,C79291,13079291
18,18,에이엠플러스피에프브이산곡(주),HT8088,1803208088
19,19,에이케이에셋(주),C79298,13079298
20,20,에이엘오(주),C94266,13094266
21,21,(주)에이제이피,JF3241,2101603241
22,22,(주)애드미션,095760,95760
23,23,비컨로지스틱스(주),479937,479937
24,24,에이엠플러스피에프브이강남(주),H78481,18078481
25,25,에이엠플러스피에프브이기흥(주),M32456,24032456
26,26,에이엠플러스피에프브이위례(주),J24685,21024685
27,27,에이엠플러스피에프브이정자(주),H97145,18097145
28,28,(주)모두락,IM7852,1902407852
29,29,(주)모두락애경산업,JD3163,2101403163
30,30,(주)서림,195693,195693
31,31,애경에스티(주),C12019,13012019
32,32,우영운수(주),047919,47919
33,33,인셋(주),L19798,23019798
34,34,퍼시픽제3호전문사모부동산투자(유),IB2554,1901202554
35,35,(주)에이케이네트워크,486454,486454
36,36,애경레지콘(주),794215,794215
37,37,(주)에임인크,673755,673755
38,38,한국특수소재(주),216929,216929
39,39,평택역사(주),489892,489892
0,0,키움증권(주),128814,128814
1,1,(주)다우기술,980650,980650
2,2,(주)키다리스튜디오,612839,612839
3,3,(주)사람인에이치알,468369,468369
4,4,(주)다우데이타,697834,697834
5,5,한국정보인증(주),109429,109429
6,6,(주)미래테크놀로지,180684,180684
7,7,(주)동부고속,IS7660,1903107660
8,8,키움에셋플래너(주),227689,227689
9,9,키움투자자산운용(주),812811,812811
10,10,(주)키움저축은행,880477,880477
11,11,(주)키움예스저축은행,880507,880507
12,12,(주)리노커뮤니케이션즈,F42968,16042968
13,13,(주)이머니,222217,222217
14,14,키움캐피탈(주),JF5958,2101605958
15,15,(주)키다리이엔티,HM2905,1802402905
16,16,(주)키움이앤에스,122869,122869
17,17,키움인베스트먼트(주),102195,102195
18,18,키움프라이빗에쿼티(주),IP8212,1902708212
19,19,(주)알트탭,HP8974,1802708974
20,20,(주)사람인에이치에스,HP8149,1802708149
21,21,(주)이매진스,772309,772309
22,22,(주)게티이미지코리아,IP6293,1902706293
23,23,(주)온블루키친,783823,783823
24,24,(주)지비오,226296,226296
25,25,(주)리노시스템즈,H29829,18029829
26,26,(주)씨알디,E52455,15052455
27,27,(주)인스엠앤알,C99381,13099381
28,28,은덕(주),209701,209701
29,29,(주)예서,J86606,21086606
30,30,(주)더트루메틱,E87551,15087551
31,31,(주)엔비메디컬,HL7972,1802307972
32,32,(자)한국전력우리스프랏글로벌해외자원개발사모투자전문회사,L39039,23039039
33,33,(주)스파드그레인,H41186,18041186
34,34,(주)아이디어랩스,HW0097,1803500097
35,35,(주)인포인트기술,M16455,24016455
36,36,(주)지인21,E94709,15094709
37,37,(주)키다리스타,H68229,18068229
38,38,글로벌강소기업키움엠앤에이전략창업벤처전문사모투자(자),IX8106,1903608106
39,39,시네마게임음악문화산업전문회사(유),IS6592,1903106592
40,40,에스지서비스(주),F18349,16018349
41,41,코파칠레태양광(유),IY4135,1903704135
42,42,키움뉴마진글로벌파트너쉽사모투자(자),IR6441,1902906441
43,43,키움아이온코스닥스케일업창업벤처전문사모투자(자),JJ6490,2102106490
44,44,키움케이아이피헬스케어플랫폼사모투자(자),JI9994,2101909994
45,45,키움프라이빗에쿼티코리아와이드파트너스사모투자(자),IV1535,1903401535
46,46,키움히어로제2호사모투자(자),JG5968,2101705968
47,47,포스코우리이아이지글로벌사모투자전문회사,J47972,21047972
48,48,한국전력우리스프랏글로벌사모투자전문회사(자),L39038,23039038
49,49,한국전력우리스프랏글로벌제1차(유),HS2458,1803102458
50,50,한국전력우리스프랏글로벌제2차(유),IU3014,1903303014
51,51,한국전력우리스프랏글로벌해외자원개발제3차(유),IU2530,1903302530
52,52,(유)바넘문화산업전문회사,JD3576,2101403576
53,53,(유)스톤쉽문화산업전문회사,IM0194,1902400194
54,54,(유)팝뮤직문화산업전문회사,JB0516,2101200516
55,55,(주)큰나무기술,HJ1378,1802101378
56,56,(주)와이즈버즈,J19865,21019865
0,0,아시아나항공(주),711187,711187
1,1,에어부산(주),C13841,13013841
2,2,금호산업(주),610364,610364
3,3,아시아나아이디티(주),790681,790681
4,4,금호고속(주),469520,469520
5,5,아시아나에어포트(주),711292,711292
6,6,케이에이(주),I91227,19091227
7,7,금호리조트(주),468937,468937
8,8,에어서울(주),HD4716,1801404716
9,9,금호속리산고속(주),710253,710253
10,10,아시아나세이버(주),237719,237719
11,11,금호티앤아이(주),IM9800,1902409800
12,12,아시아나개발(주),608980,608980
13,13,충주보라매(주),388981,388981
14,14,에이큐(주),HP4012,1802704012
15,15,케이에프(주),I91229,19091229
16,16,케이오(주),CR5110,1302905110
17,17,에이에이치(주),IX6317,1903606317
18,18,케이지(주),F97149,16097149
19,19,케이아이(주),I73160,19073160
20,20,금호고속관광(주),HX9149,1803609149
21,21,금호고속관광(주),JH3215,2101803215
22,22,금호고속관광(주),L55297,23055297
23,23,에스티엠(주),IN9090,1902509090
24,24,에이오(주),IX6722,1903606722
25,25,케이브이아이(주),JM2181,2102402181
26,26,케이알(주),CR5094,1302905094
0,0,(주)케이씨씨,500062,500062
1,1,(주)케이씨씨건설,513644,513644
2,2,(주)동주,341460,341460
3,3,세우실업(주),763217,763217
4,4,(주)금강레저,910783,910783
5,5,(주)동주피앤지,492406,492406
6,6,대산컴플렉스개발(주),J00148,21000148
7,7,미래(주),F16984,16016984
8,8,(주)티앤케이정보,C17644,13017644
9,9,대호포장(주),007080,7080
10,10,(주)동주상사,HU6175,1803306175
11,11,(주)실바톤어쿠스틱스,F69335,16069335
12,12,주령금속(주),J04165,21004165
13,13,(주)상상,J54774,21054774
14,14,코리아오토글라스(주),149589,149589
0,0,삼성전자(주),380725,380725
1,1,삼성에스디에스(주),820717,820717
2,2,삼성전기(주),380733,380733
3,3,삼성SDI(주),380458,380458
4,4,삼성중공업(주),380180,380180
5,5,삼성물산(주),810053,810053
6,6,(주)에스원,820482,820482
