,Unnamed: 0,firm,kiscode,kiscode_tf
13,13,(주)유니드엘이디,H33122,18033122
14,14,비앤오바이오(주),JF0888,2101600888
15,15,행복도시태양광발전소(주),J00949,21000949
16,16,시민햇빛발전소(주),IX7444,1903607444
17,17,(주)쿼츠테크,C73619,13073619
18,18,군장에너지(주),197844,197844
0,0,하이트진로(주),310581,310581
1,1,하이트진로홀딩스(주),310433,310433
2,2,하이트진로음료(주),383869,383869
3,3,하이트진로산업(주),360031,360031
4,4,서영이앤티(주),157182,157182
5,5,(주)진로소주,087088,87088
6,6,블루헤런(주),098601,98601
7,7,(주)연암,099081,99081
8,8,(주)송정,390555,390555
9,9,대우패키지(주),375826,375826
10,10,대우화학(주),697501,697501
11,11,강원물류(주),372651,372651
12,12,수양물류(주),372680,372680
13,13,천주물류(주),372662,372662
14,14,농업회사법인팜컬쳐(주),HL5969,1802305969
15,15,대우컴바인(주),HO7644,1802607644
16,16,진로양조(주),H27733,18027733
0,0,세기상사(주),920029,920029
1,1,(주)호반건설,133127,133127
2,2,(주)호반호텔앤리조트,189794,189794
3,3,대전용산개발(주),HS5674,1803105674
4,4,(주)호반산업,G15539,17015539
5,5,(주)광주방송,030070,30070
6,6,호반서서울(주),814334,814334
7,7,호반스카이밸리(주),910678,910678
8,8,호반써밋(주),630756,630756
9,9,(주)케이비씨플러스,C12813,13012813
10,10,(주)호반티비엠,419642,419642
11,11,호반프라퍼티(주),488904,488904
12,12,(주)코너스톤투자파트너스,HX9297,1803609297
13,13,티에스자산개발(주),I66592,19066592
14,14,(주)스카이리빙,L69638,23069638
15,15,티에스개발(주),I69021,19069021
16,16,티에스건설(주),J31022,21031022
17,17,티에스주택(주),I67682,19067682
18,18,(주)호반주택,L83949,23083949
19,19,티에스리빙(주),H81300,18081300
20,20,(주)호반자산개발,511129,511129
21,21,배곧랜드마크피에프브이(주),HJ6575,1802106575
22,22,화랑관사비티엘(주),F07620,16007620
23,23,연희파크(주),JO2281,2102602281
24,24,(주)리솜웨이하이골프리조트,489852,489852
25,25,(주)리솜건설,380471,380471
26,26,(주)그린산업,M25229,24025229
27,27,(주)리솜리조트,H04279,18004279
28,28,(주)에이치비리솜,JJ8339,2102108339
29,29,(주)플랜에이치벤처스,JL6393,2102306393
30,30,퍼시픽마리나(주),I55065,19055065
31,31,에이치비탕정(주),L25168,23025168
32,32,아브뉴프랑(주),J59361,21059361
0,0,DB손해보험(주),870099,870099
1,1,(주)DB하이텍,350354,350354
2,2,DB금융투자(주),821640,821640
3,3,(주)디비아이엔씨,352098,352098
4,4,(주)디비메탈,B97776,12097776
5,5,디비자동차보험손해사정(주),820466,820466
6,6,디비씨앤에스자동차손해사정(주),H04172,18004172
7,7,디비씨에이에스손해사정(주),H31283,18031283
8,8,디비생명보험(주),821420,821420
9,9,디비에프아이에스(주),M38019,24038019
10,10,(주)디비저축은행,881562,881562
11,11,디비자산운용(주),607142,607142
12,12,(주)디비월드,910813,910813
13,13,디비캐피탈(주),056018,56018
14,14,디비씨에스아이손해사정(주),H31282,18031282
15,15,디비인베스트(주),F03715,16003715
16,16,디비금융서비스(주),L44292,23044292
17,17,디비엠앤에스(주),I98370,19098370
18,18,동부철구(주),065122,65122
19,19,디비스탁인베스트(주),I71407,19071407
0,0,네이버(주),112745,112745
1,1,라인플러스(주),J00182,21000182
2,2,엔테크서비스(주),H51958,18051958
3,3,(주)그린웹서비스,F03218,16003218
4,4,(주)인컴즈,F21963,16021963
5,5,네이버클라우드(주),C83675,13083675
6,6,스노우(주),HS7855,1803107855
7,7,(주)컴파트너스,H50753,18050753
8,8,네이버웹툰컴퍼니(주),IP9413,1902709413
9,9,라인게임즈(주),J38088,21038088
10,10,라인프렌즈(주),CD1891,1301401891
11,11,라인비즈플러스(주),M12678,24012678
12,12,웍스모바일(주),FO4891,1602604891
13,13,엔아이티서비스(주),M14288,24014288
14,14,라인파이낸셜플러스(주),JB0009,2101200009
15,15,라인스튜디오(주),IV7974,1903407974
16,16,라인플레이(주),H77588,18077588
17,17,네이버랩스(주),IM3435,1902403435
18,18,네이버아이앤에스(주),C80086,13080086
19,19,라인업(주),IV7979,1903407979
20,20,(주)에버영코리아,L07239,23007239
21,21,(주)와이티엔플러스,449909,449909
22,22,(주)엔비전스,C81915,13081915
23,23,(주)에버영피플,IT9339,1903209339
24,24,(주)오디언소리,H54604,18054604
25,25,(주)피그,HJ4847,1802104847
26,26,서치솔루션(주),166531,166531
27,27,언블락(주),H63942,18063942
28,28,컴패니에이아이(주),HS8668,1803108668
29,29,(유)지음,I26474,19026474
30,30,(주)그레이해쉬,L85444,23085444
31,31,(주)락스퀘어,IP8830,1902708830
32,32,(주)마크티,IT8427,1903208427
33,33,(주)스튜디오포립,IQ2969,1902802969
34,34,(주)스프링캠프,HL1942,1802301942
35,35,(주)어뮤즈,IX2021,1903602021
36,36,(주)인앤시스템,F70942,16070942
37,37,리코(주),IR8029,1902908029
38,38,스튜디오엔(주),JF5318,2101605318
39,39,언체인(주),JB4776,2101204776
40,40,플레이리스트(주),IQ4609,1902804609
41,41,(주)하트잇,HG3367,1801703367
0,0,(주)만도,M14025,24014025
1,1,(주)한라,501719,501719
2,2,(주)한라홀딩스,135082,135082
3,3,만도헬라일렉트로닉스(주),C68696,13068696
4,4,한라개발(주),136956,136956
5,5,한라오엠에스(주),490647,490647
6,6,만도브로제(주),H34896,18034896
7,7,(주)제이제이한라,012026,12026
8,8,(주)만도차이나홀딩스,I67184,19067184
9,9,목포신항만운영(주),C86231,13086231
10,10,(주)한라세라지오,232207,232207
11,11,(주)한라지엘에스,C07189,13007189
12,12,배곧신도시지역특성화타운(주),L75994,23075994
13,13,(주)위코,477894,477894
14,14,평택동부도로(주),IW1120,1903501120
0,0,롯데쇼핑(주),620068,620068
1,1,롯데칠성음료(주),310476,310476
2,2,롯데케미칼(주),350265,350265
3,3,롯데제과(주),IV0057,1903400057
4,4,롯데하이마트(주),612375,612375
5,5,롯데정보통신(주),IV7260,1903407260
6,6,롯데푸드(주),310026,310026
7,7,롯데손해보험(주),870218,870218
8,8,롯데정밀화학(주),350338,350338
9,9,롯데지주(주),310204,310204
10,10,롯데위탁관리부동산투자회사(주),JN4221,2102504221
11,11,롯데글로벌로지스(주),078921,78921
12,12,(주)호텔롯데,630020,630020
13,13,롯데컬처웍스(주),JC5056,2101305056
14,14,롯데건설(주),500160,500160
15,15,에프알엘코리아(주),382306,382306
16,16,롯데지알에스(주),620475,620475
17,17,(주)코리아세븐,106111,106111
18,18,롯데알미늄(주),370240,370240
19,19,롯데카드(주),041132,41132
20,20,캐논코리아비즈니스솔루션(주),384291,384291
21,21,롯데렌탈(주),379186,379186
22,22,(주)우리홈쇼핑,174042,174042
23,23,(주)부산롯데호텔,630683,630683
24,24,롯데오토케어(주),J01953,21001953
25,25,롯데네슬레코리아(주),312444,312444
26,26,(주)대홍기획,JB3421,2101203421
27,27,롯데캐피탈(주),041277,41277
28,28,롯데자산개발(주),424992,424992
29,29,롯데멤버스(주),CC2354,1301302354
30,30,롯데제이티비(주),490605,490605
31,31,(주)롯데아사히주류,150081,150081
32,32,롯데엠시시(주),392701,392701
33,33,롯데물산(주),620890,620890
34,34,데크항공(주),C51438,13051438
35,35,롯데지에프알(주),234474,234474
36,36,한국후지필름(주),JB2986,2101202986
37,37,삼박엘에프티(주),172523,172523
38,38,(주)케이피켐텍,229177,229177
39,39,롯데상사(주),381802,381802
40,40,(주)이비카드,F13559,16013559
41,41,(주)씨텍,351288,351288
42,42,(주)그린카,F88147,16088147
43,43,(주)백학음료,375308,375308
44,44,(주)충북소주,375338,375338
45,45,롯데면세점제주(주),HG8271,1801708271
46,46,(주)엠허브,137356,137356
47,47,롯데오토리스(주),J09708,21009708
48,48,(주)롯데자이언츠,910244,910244
49,49,씨에이치음료(주),C77842,13077842
50,50,산청음료(주),911832,911832
51,51,(주)마이비,162834,162834
52,52,롯데디에프리테일(주),380822,380822
53,53,한덕화학(주),036681,36681
54,54,(주)한페이시스,F12959,16012959
55,55,내포그린에너지(주),L75720,23075720
56,56,롯데액셀러레이터(주),HN1189,1802501189
57,57,부산하나로카드(주),221423,221423
58,58,롯데베르살리스엘라스토머스(주),L03462,23003462
59,59,롯데송도쇼핑타운(주),H32456,18032456
60,60,(주)에스디제이,HJ3989,1802103989
61,61,롯데쇼핑타운대구(주),HG2681,1801702681
62,62,롯데타운동탄(주),HK2095,1802202095
63,63,롯데수원역쇼핑타운(주),477707,477707
64,64,롯데역사(주),812048,812048
65,65,롯데인천개발(주),I79706,19079706
66,66,롯데인천타운(주),L79880,23079880
67,67,(주)디시네마오브코리아,C06921,13006921
68,68,롯데미쓰이화학(주),H31112,18031112
69,69,롯데울산개발(주),HN7710,1802507710
70,70,씨에스유통(주),119340,119340
71,71,(주)에스앤에스인터내셔날,F24545,16024545
72,72,거제피에프브이(주),JH2899,2101802899
73,73,은평피에프브이(주),M16497,24016497
74,74,(주)엔젤위드,I96706,19096706
75,75,롯데미래전략연구소(주),IX5826,1903605826
76,76,한국에스티엘(주),H76863,18076863
77,77,엠제이에이와인(주),C43328,13043328
78,78,(주)모비쟆미디어,H33662,18033662
79,79,롯데부산신항로지스(주),C92953,13092953
80,80,제이지산업(주),H91647,18091647
81,81,롯데김해개발(주),F14813,16014813
82,82,롯데에이엠씨(주),JN2774,2102502774
83,83,마곡지구피에프브이(주),L99248,23099248
84,84,스마일위드(주),JK7796,2102207796
85,85,(주)롯데디엠씨개발,JJ8292,2102108292
86,86,스위트위드(주),HO8471,1802608471
87,87,농업회사법인(주)에치유아이,H34879,18034879
88,88,경기스마트카드(주),485540,485540
89,89,인천스마트카드(주),C46314,13046314
90,90,롯데첨단소재(주),HM9946,1802409946
91,91,현대정보기술(주),099090,99090
92,92,(주)바이더웨이,613878,613878
93,93,롯데피에스넷(주),495224,495224
94,94,동교청기와피에프브이(주),L29151,23029151
0,0,(주)케이티,810193,810193
1,1,(주)케이티아이에스,183424,183424
2,2,(주)케이티씨에스,183634,183634
3,3,(주)케이티스카이라이프,160136,160136
4,4,케이티하이텔(주),983365,983365
5,5,(주)나스미디어,168642,168642
6,6,(주)플레이디,F12112,16012112
7,7,(주)지니뮤직,045728,45728
8,8,이니텍(주),129698,129698
9,9,(주)케이티서브마린,037510,37510
10,10,케이티파워텔(주),185256,185256
11,11,케이티텔레캅(주),480449,480449
12,12,(주)케이티엠앤에스,482354,482354
13,13,(주)케이티서비스북부,F24148,16024148
14,14,(주)케이티서비스남부,F09190,16009190
15,15,(주)케이티디에스,C39451,13039451
16,16,(주)에이치엔씨네트워크,C02876,13002876
17,17,(주)케이티엠오에스북부,999892,999892
18,18,(주)케이티엠오에스남부,824892,824892
19,19,비씨카드(주),820512,820512
20,20,케이티링커스(주),810126,810126
21,21,(주)케이티에스테이트,F24552,16024552
22,22,(주)케이티엔지니어링,812153,812153
23,23,(주)스마트로,058822,58822
24,24,(주)케이티샛,I72792,19072792
25,25,(주)케이티엠하우스,372690,372690
26,26,케이티커머스(주),204461,204461
27,27,(주)스카이라이프티브이,377515,377515
28,28,(주)케이티엠모바일,FO4826,1602604826
29,29,브이피(주),166186,166186
30,30,(주)케이티에이엠씨,H77781,18077781
31,31,(주)케이티인베스트먼트,HJ1497,1802101497
32,32,넥스트커넥트피에프브이(주),JI2207,2101902207
33,33,(주)케이리얼티제10호위탁관리부동산투자회사,JL1666,2102301666
34,34,(주)케이티스포츠,J08152,21008152
35,35,(주)케이티넥스알,C20187,13020187
36,36,(주)오토피온,L26084,23026084
37,37,(주)케이디리빙,I70402,19070402
38,38,케이티지디에이치(주),H79403,18079403
39,39,(주)지이프리미어제1호기업구조조정부동산투자회사,G60742,17060742
40,40,(주)케이에이치에스,JH0705,2101800705
41,41,(주)케이티희망지음,JL5569,2102305569
42,42,(주)후후앤컴퍼니,HP8868,1802708868
