firmname,own,own2
(유)가승개발,1.0,1.0
(유)소호브릭스,1.0,1.0
(유)엔엑스프로퍼티스,1.0,1.0
(유)와이즈키즈,1.0,1.0
네오플,1.0,1.0
넥슨네트웍스,1.0,1.0
넥슨레드,1.0,1.0
넥슨스페이스,1.0,1.0
넥슨지티,0.9698382017951268,1.0
넥슨커뮤니케이션즈,1.0,1.0
넥슨코리아,1.0,1.0
띵소프트,1.0,1.0
불리언게임즈,1.0,1.0
브이아이피사모주식형펀드일호,1.0,1.0
블록체인엔터테인먼트랩,1.0,1.0
슈퍼애시드,0.4077093557068229,1.0
스토케코리아(유),1.0,1.0
엔미디어플랫폼,1.0,1.0
엔엑스씨,1.0,1.0
엔엑스씨엘,1.0,1.0
중앙판교개발,1.0,1.0
