firmname,own,own2
광명문화관광복합단지자산관리,1.0,1.0
미래비아이,1.0,1.0
부동산일일사,1.0,1.0
부산컨테이너터미널,1.0,1.0
북항아이브리지,1.0,1.0
서울-춘천고속도로,1.0,1.0
시흥서울연결도로,1.0,1.0
아이파크마리나,1.0,1.0
에이치디씨,0.9177182726289388,1.0
에이치디씨리조트,0.9999998708240427,1.0
에이치디씨민간임대주택제1호위탁관리부동산투자회사,1.0,1.0
에이치디씨스포츠,1.0,1.0
에이치디씨신라면세점,1.0,1.0
에이치디씨아이서비스,1.0,1.0
에이치디씨아이앤콘스,1.0,1.0
에이치디씨아이콘트롤스,0.9384611786148238,1.0
에이치디씨아이파크몰,1.0,1.0
에이치디씨영창,0.9994041671051077,1.0
에이치디씨자산운용,0.9974683544303797,1.0
에이치디씨현대산업개발,0.9971868075978803,1.0
에이치디씨현대이피,0.904294670846395,1.0
에이치디씨현대피씨이,1.0,1.0
엠엔큐투자파트너스(유),1.0,1.0
인천신항배후단지,1.0,1.0
통영에코파워,1.0,1.0
호텔에이치디씨,1.0,1.0
