firmname,own,own2
대한통운에스비,1.0,1.0
데이비드토이,0.61,1.0
돈돈팜,0.608574051541714,1.0
동석물류,1.0,1.0
디베이스앤,1.0,1.0
디시네마오브코리아,1.0,1.0
디아이웨어,1.0,1.0
랭크웨이브,1.0,1.0
마산항제4부두운영,1.0,1.0
메조미디어,0.6244347938703844,1.0
문화창고,1.0,1.0
보스포러스인베스트먼트,1.0,1.0
빌리프랩,1.0,1.0
삼해상사,0.8,1.0
삼해야마코,1.0,1.0
송림에프에스,1.0,1.0
송림푸드,0.8559,1.0
슈퍼레이스,1.0,1.0
스윙엔터테인먼트,0.8400000000000001,1.0
스톤뮤직엔터테인먼트,1.0,1.0
스튜디오드래곤,0.969439519968458,1.0
스튜디오테이크원,1.0,1.0
씨앤아이레저산업,1.0,1.0
씨제이,0.9071442689412238,1.0
씨제이대한통운,0.7956476107847577,0.999956164083796
씨제이대한통운비엔디,1.0,1.0
씨제이라이브시티,1.0,1.0
씨제이브리딩,1.0,1.0
씨제이씨지브이,0.999825152626399,1.0
씨제이씨푸드,1.0,1.0
씨제이엠디원,1.0,1.0
씨제이올리브네트웍스,0.997660404889836,1.0
씨제이이엔엠,0.8953290218126975,1.0
씨제이제일제당,0.9756787775371897,1.0
씨제이텔레닉스,1.0,1.0
씨제이파워캐스트,1.0,1.0
씨제이포디플렉스,1.0,1.0
씨제이푸드빌,1.0,1.0
씨제이프레시웨이,0.9998704469647104,1.0
씨제이헬로,1.0,1.0
씨제이헬로하나방송,1.0,1.0
아메바컬쳐,0.95,1.0
아트서비스,0.9528430646117367,1.0
아트웍스코리아,0.7002069999286207,1.0
어업회사법인신의도천일염,0.9942307692307693,1.0
에스지생활안전,1.0,1.0
에이오엠지,0.56,1.0
에프앤디인프라,1.0,1.0
엠엠오엔터테인먼트,1.0,1.0
울산항만운영,1.0,1.0
원지,1.0,1.0
이앤씨인프라,1.0,1.0
인천남항부두운영,1.0,1.0
제이에스픽쳐스,0.7,1.0
제이에이치투자,1.0,1.0
제이케이필름,0.509987250318742,1.0
젤리피쉬엔터테인먼트,0.7747131591733005,1.0
지티스트,1.0,1.0
케이피제이,1.0,1.0
코휘드,0.7998007968127491,1.0
타임와이즈인베스트먼트,1.0,1.0
투썸플레이스,1.0,1.0
프레시원강남,0.5682056240431875,1.0
프레시원광주,0.9845404079524915,0.9999999999999999
프레시원남서울,0.8265903614457831,1.0
프레시원대구경북,1.0,1.0
프레시원동서울,0.9558249565896166,1.0
프레시원미트,0.51,1.0
프레시원부산,0.8631599454510033,1.0
프레시원중부,0.7447,1.0
하이라이트레코즈,0.5726872246696035,1.0
하이어뮤직레코즈,0.51,1.0
한국복합물류,1.0,1.0
형제푸드,0.8,1.0
화앤담픽쳐스,1.0,1.0
