firmname,own,own2
매그놀리아코리아,1.0,1.0
씨엔에스푸드시스템,1.0,1.0
에버다임,0.9316930774063594,1.0
에버다임락툴,1.0,1.0
에이치케이이앤에스,1.0,1.0
이에이치케이이앤에스,1.0,1.0
타이포스,1.0,1.0
한국타워크레인,1.0,1.0
한무쇼핑,1.0,1.0
한섬,0.8919851400730816,1.0
현대그린푸드,0.8988614565297015,1.0
현대드림투어,1.0,1.0
현대렌탈케어,1.0,1.0
현대리바트,0.9794948031392994,1.0
현대리바트엠앤에스,1.0,1.0
현대미디어,1.0,1.0
현대백화점,0.952344501156952,1.0
현대백화점면세점,1.0,1.0
현대쇼핑,1.0,1.0
현대아이티앤이,1.0,1.0
현대에이앤아이,1.0,1.0
현대에이치씨엔,0.9758741750149871,1.0
현대엘앤씨,1.0,1.0
현대캐터링시스템,1.0,1.0
현대홈쇼핑,0.9539791666666667,1.0
