firmname,own,own2
고려개발,0.998383027955597,1.0
글래드호텔앤리조트,1.0,1.0
김해동서터널,1.0,1.0
대림산업,0.983300103626943,1.0
대림씨엔에스,0.976508698944474,1.0
대림에너지,1.0,1.0
대림에이엠씨,0.9999999999999999,0.9999999999999999
대림에프엔씨,1.0,1.0
대림오토바이,1.0,1.0
대림자동차공업,1.0,1.0
대림제5호천안원성동기업형임대위탁관리부동산투자회사,1.0,1.0
대림제6호부산우암동기업형임대위탁관리 부동산투자회사,1.0,1.0
대림제7호마산회원기업형임대위탁관리부동산투자회사,1.0,1.0
대림코퍼레이션,0.8543494885443839,1.0
대림피앤피,1.0,1.0
덕송내각고속화도로,1.0,1.0
밀머란에스피씨,1.0,1.0
삼호,0.9921983645861208,1.0
삼호시트론시티,1.0,1.0
송도파워,1.0,1.0
에이플러스디,1.0,1.0
에코술이홀,1.0,1.0
영주에코파워,1.0,1.0
제주항공우주호텔,1.0,1.0
청진이삼자산관리,1.0,1.0
청진이삼프로젝트,1.0,1.0
켐텍,1.0,1.0
코크레인에스피씨,1.0,1.0
포승그린파워,1.0,1.0
포천파워,1.0,1.0
하이웨이솔라,1.0,1.0
험프리에스엘큐원,1.0,1.0
