firmname,own,own2
경기용인테크노밸리,1.0,1.0
김해테크노밸리,1.0,1.0
농업회사법인 그린투모로우,0.9,1.0
대산그린에너지,1.0,1.0
데이터애널리틱스랩,1.0,1.0
드림라인쏠라파워4호,1.0,1.0
드림라인쏠라파워5호,1.0,1.0
드림플러스아시아(유),1.0,1.0
드림플러스프로덕션,1.0,1.0
레이크파크에이치,1.0,1.0
서산테크노밸리,1.0,1.0
석문호수상태양광,1.0,1.0
아산테크노밸리,1.0,1.0
양주에코텍 (舊 양주환경),1.0,1.0
에스아이티,1.0,1.0
에스아이티테크,1.0,1.0
에이치밸리,1.0,1.0
에이치솔루션,1.0,1.0
에코이앤오,1.0,1.0
엔에이치엘개발,1.0,1.0
여수씨월드,1.0,1.0
영암테크노태양광,1.0,1.0
영암해오름태양광,1.0,1.0
워터솔라,1.0,1.0
원오원글로벌,1.0,1.0
일산씨월드,0.9999999999999999,0.9999999999999999
캐스,1.0,1.0
티지솔라넷,1.0,1.0
하이패스태양광,1.0,1.0
한마을태양광,1.0,1.0
한반도태양광,1.0,1.0
한으뜸태양광,1.0,1.0
한화,0.925347402358547,1.0
한화갤러리아,1.0,1.0
한화갤러리아타임월드,0.9823503853499198,1.0
한화건설,1.0,1.0
한화금융에셋,1.0,1.0
한화도시개발,1.0,1.0
한화디펜스 (舊한화지상방산),1.0,1.0
한화라이프에셋,1.0,1.0
한화비앤비,1.0,1.0
한화생명보험,0.8648370465038628,1.0
한화손해보험,0.9985982138004281,1.0
한화손해사정,1.0,1.0
한화솔라파워,1.0,1.0
한화솔라파워글로벌,1.0,1.0
한화시스템,1.0,1.0
한화에너지,1.0,1.0
한화에스테이트,1.0,1.0
한화에어로스페이스 (舊 한화테크윈),0.9908672943889316,1.0
한화역사,0.9999996946599381,1.0
한화육삼시티,1.0,1.0
한화이글스,1.0,1.0
한화인베스트먼트,0.9842387147343461,0.9999999999999999
한화자산운용,1.0,1.0
한화저축은행,1.0,1.0
한화정밀기계,1.0,1.0
한화종합화학,1.0,1.0
한화종합화학글로벌,1.0,1.0
한화컴파운드,1.0,1.0
한화케미칼,0.9982422651947309,1.0
한화케미칼 오버시즈홀딩스,1.0,1.0
한화큐셀,1.0,1.0
"한화큐셀앤드첨단소재 (舊),한화첨단소재",1.0,1.0
한화테크엠,1.0,1.0
한화테크윈,1.0,1.0
한화토탈,1.0,1.0
한화투자증권,0.9912815046949994,1.0
한화파워시스템,1.0,1.0
한화호텔앤드리조트,0.9941179806505526,0.9999999999999999
해나라태양광,1.0,1.0
해넘이태양광,1.0,1.0
해누리태양광,1.0,1.0
해돋이태양광,1.0,1.0
해사랑태양광,1.0,1.0
