firmname,own,own2
게일인터내셔널코리아(유),1.0,1.0
부산이앤이,1.0,1.0
송도개발피엠씨(유),1.0,1.0
순천에코트랜스,1.0,1.0
에스엔엔씨,1.0,1.0
에스피에이치,1.0,1.0
엔투비,0.98125,1.0
우이신설경전철,1.0,1.0
탄천이앤이,1.0,1.0
포스코,0.891165197130966,1.0
포스코강판,0.9996666666666667,1.0
포스코건설,0.9792767636685169,1.0
포스코경영연구원,1.0,1.0
포스코기술투자,0.950000004822335,1.0
포스코아이씨티,0.9898293895732204,0.9999999999999999
포스코알텍,1.0,1.0
포스코에너지,1.0,1.0
포스코에이앤씨건축사사무소,1.0,1.0
포스코엠텍,0.9819682934606815,1.0
포스코오앤엠,1.0,1.0
포스코인재창조원,1.0,1.0
포스코인터내셔널,0.9968564171703655,1.0
포스코케미칼,0.9585447320810477,1.0
포스코터미날,1.0,1.0
포스코플랜텍,0.9985577677004975,1.0
포스코휴먼스,1.0,1.0
포스파워,1.0,1.0
포항에스알디씨,1.0,1.0
포항특수용접봉,1.0,1.0
피에스씨에너지글로벌,1.0,1.0
피에스아이비,1.0,1.0
피엔알,1.0,1.0
피엠씨텍,1.0,1.0
호텔라온제나,1.0,1.0
