firmname,own,own2
그린나래,1.0,1.0
네이처브리지,1.0,1.0
더블유파트너스,1.0,1.0
덕평랜드,1.0,1.0
라비에벨중국복합문화타운,1.0,1.0
리베토코리아,1.0,1.0
스위트밀,0.968840825205499,1.0
씨에이텍,1.0,1.0
아르텍스튜디오,1.0,1.0
아토메탈테크코리아,1.0,1.0
엠오디,1.0,1.0
이노베이스,1.0,1.0
천안북부일반산업단지,1.0,1.0
케이에프엔티,1.0,1.0
코오롱,0.9999835800174212,0.9999999999999999
코오롱글로벌,0.9860214852808075,1.0
코오롱글로텍,0.8185617133417674,1.0
코오롱데크컴퍼지트,1.0,1.0
코오롱머티리얼,1.0,1.0
코오롱바스프이노폼,1.0,1.0
코오롱베니트,1.0,1.0
코오롱생명과학,0.9968013616119231,1.0
코오롱아우토,1.0,1.0
코오롱에코너지,1.0,1.0
코오롱엘에스아이,1.0,1.0
코오롱오토모티브,1.0,1.0
코오롱오토케어서비스,1.0,1.0
코오롱이엔지니어링,0.9962162474335204,1.0
코오롱인더스트리,0.9998199800313985,1.0
코오롱인베스트먼트,1.0,1.0
코오롱제약,0.9991666666666666,1.0
코오롱플라스틱,0.9969152105263158,1.0
코오롱하우스비전,1.0,1.0
코오롱환경에너지,0.9967706076879234,1.0
테크비전,1.0,1.0
