firmname,own,own2
광주신세계,0.9946487500000001,1.0
까사미아,1.0,1.0
대전신세계,1.0,1.0
서울고속버스터미널,1.0,1.0
세린식품,1.0,1.0
스무디킹코리아,1.0,1.0
스타벅스커피코리아,1.0,1.0
스타필드고양,1.0,1.0
스타필드수원,1.0,1.0
스타필드안성,1.0,1.0
스타필드청라,1.0,1.0
스타필드하남,1.0,1.0
신세계,0.999045218163079,1.0
신세계건설,0.99995,1.0
신세계동대구복합환승센터,1.0,1.0
신세계디에프,1.0,1.0
신세계디에프글로벌,2.0,2.0
신세계사이먼,1.0,1.0
신세계센트럴시티,0.9931645,1.0
신세계아이앤씨,0.9507389534883721,1.0
신세계엘앤비,1.0,1.0
신세계영랑호리조트,1.0,1.0
신세계의정부역사,1.0000000000000002,1.0000000000000002
신세계인터내셔날,0.9995462184873949,1.0
신세계인터코스코리아,1.0,1.0
신세계조선호텔,1.0,1.0
신세계톰보이,0.9973420737965352,1.0
신세계티비쇼핑,1.0,1.0
신세계페이먼츠,1.0,1.0
신세계푸드,0.9998479010866421,0.9999999999999999
신세계프라퍼티,1.0,1.0
에스에스지닷컴,0.9999997996672876,1.0
에스피청주전문투자형사모부동산투자회사,1.0,1.0
이마트,0.9995428295756978,1.0
이마트24,1.0,1.0
이마트에브리데이,0.9997645878913295,1.0
인천신세계,1.0,1.0
일렉트로맨문화산업전문회사(유),1.0,1.0
제이원,1.0,1.0
제주소주,1.0,1.0
