firmname,own,own2
그린파트너즈,1.0,1.0
농업회사법인 오설록농장,0.9842597147073291,1.0
아모레퍼시픽,0.9814143234527718,1.0
아모레퍼시픽그룹,0.8857935613784798,0.9997395153767183
아모스프로페셔널,1.0,1.0
에뛰드,0.9999986229992178,1.0
에스쁘아,0.9999950928434028,1.0
에스트라,1.0,1.0
오설록,1.0,1.0
위드림,1.0,1.0
이니스프리,1.0,1.0
코스비전,1.0,1.0
코어테크놀로지,1.0,1.0
퍼시픽글라스,1.0,1.0
퍼시픽패키지,1.0,1.0
