firmname,own,own2
강원학교태양광,1.0,1.0
금호개발상사,1.0,1.0
금호미쓰이화학,1.0,1.0
금호석유화학,0.832930684998022,1.0
금호티앤엘,1.0,1.0
금호폴리켐,1.0,1.0
금호피앤비화학,1.0,1.0
여수페트로,1.0,1.0
영광백수풍력발전,1.0,1.0
철도솔라,1.0,1.0
코리아에너지발전소,1.0,1.0
