firmname,own,own2
그로쓰파트너주식회사,1.0,1.0
멀티에셋자산운용,1.0,1.0
미래에셋글로벌유니콘사모투자합자회사,1.0,1.0
미래에셋금융서비스,1.0,1.0
미래에셋네이버아시아그로쓰사모투자합자회사,1.0,1.0
미래에셋대우,0.8518021391338935,1.0
미래에셋대우글로벌제일호사모투자합자회사,1.0,1.0
미래에셋대우글로벌케이그로쓰사모투자합자회사,1.0,1.0
미래에셋대우코리아제이호사모투자합자회사,1.0,1.0
미래에셋대우코리아제일호사모투자합자회사,1.0,1.0
미래에셋대우헌터스사모투자합자회사,1.0,1.0
미래에셋벤처투자,0.9803548297385896,1.0
미래에셋생명보험,0.779074889008541,1.0
미래에셋자산운용,0.9755723175035805,0.9999999999999999
미래에셋캐피탈,0.9888968552197661,1.0
미래에셋컨설팅,1.0,1.0
미래에셋파트너스사호사모투자전문회사,1.0,1.0
미래에셋파트너스오호사모투자전문회사,1.0,1.0
미래에셋파트너스제구호사모투자합자회사,0.9999999999999999,0.9999999999999999
미래에셋펀드서비스,1.0,1.0
브랜드무브,1.0,1.0
서울공항리무진,0.8387318207195745,1.0
수원학교사랑,1.0,1.0
시니안(유),1.0,1.0
신성장동력그린퓨처사모투자전문회사,1.0,1.0
에너지인프라자산운용,1.0,1.0
에스케이에스미래에셋기업재무안정사모투자합자회사,1.0,1.0
에스케이에스미래에셋콘텐츠 유한회사,1.0,1.0
오딘2유한회사,1.0,1.0
오딘제10차(유),1.0,1.0
오딘제5차유한회사,1.0,1.0
오딘제7차(유),1.0,1.0
오딘제8차(유),1.0,1.0
오딘제9차(유),1.0,1.0
와이케이디벨롭먼트,1.0,1.0
육공공구,1.0,1.0
자스민제일호(유),1.0,1.0
코에프씨미래에셋그로쓰챔프2010의4호사모투자전문회사,1.0,1.0
