firmname,own,own2
가비,1.0,1.0
갤럭시아디바이스,1.0,1.0
갤럭시아마이크로페이먼트,1.0,1.0
갤럭시아에스엠,0.9970961512243135,1.0
갤럭시아일렉트로닉스,0.8867603083335471,1.0
갤럭시아커뮤니케이션즈,0.9658727624620831,1.0
갤럭시아코퍼레이션,1.0,1.0
공덕개발,1.0,1.0
공덕경우개발,1.0,1.0
광주일보,1.0,1.0
그랜드제오차(유),1.0,1.0
그랜드제육차(유),1.0,1.0
그랜드제칠차(유),1.0,1.0
그린파워제오차(유),1.0,1.0
그린파워제팔차(유),1.0,1.0
더클래스효성,1.0,1.0
더프리미엄효성,1.0,1.0
동륭실업,1.0,1.0
베스트레드(유),1.0,1.0
베스트블루(유),1.0,1.0
베스트퍼플(유),1.0,1.0
세빛섬,1.0,1.0
신동진,1.0,1.0
신성자동차,0.6071428571428571,1.0
신화인터텍,0.9943984386388222,1.0
아승오토모티브그룹,0.8,1.0
아이티엑스마케팅,1.0,1.0
에브리쇼,1.0,1.0
에이에스씨,1.0,1.0
에이티엠플러스,1.0,1.0
에프엠케이,1.0,1.0
엔에이치씨엠에스,1.0,1.0
엔에이치테크,1.0,1.0
오원물산,1.0,1.0
오원엠앤아이,1.0,1.0
진흥기업,0.9996030384459285,1.0
태안솔라팜,1.0,1.0
트리니티에셋매니지먼트,1.0,1.0
평창풍력발전,1.0,1.0
포항신재생에너지,1.0,1.0
프로베스트킹덤제일차(유),1.0,1.0
행복두드리미,1.0,1.0
효성,0.9508645640162261,1.0
효성굿스프링스,1.0,1.0
효성아이티엑스,0.968231010621178,1.0
효성에프엠에스,1.0,1.0
효성인포메이션시스템,1.0,1.0
효성중공업,0.9985095256091769,1.0
효성첨단소재,0.9972211731029021,1.0
효성캐피탈,0.9921068794409074,1.0
효성토요타,1.0,1.0
효성투자개발,1.0,1.0
효성트랜스월드,1.0,1.0
효성티앤씨,0.9971120798616904,1.0
효성티앤에스,0.9999999999999999,0.9999999999999999
효성프리미어모터스,1.0,1.0
효성화학,0.995795150410987,1.0
