,소속회사명1,소속회사명2,동일인과의 관계1,동일인과의 관계2,성명,보통주 주식수,보통주 지분율,우선주 주식수,우선주 지분율,합계 주식수,합계 지분율,divisor,shares,type,type2,own,own2,ownername
167,비금융회사,후후앤컴퍼니,총계,총계,총계,2000000,100.00%,-,-,2000000.0,100.00%,2000000.0,1.0,50,50,,,
168,비금융회사,플레이디,동일인측,동일인,케이티,3008989,23.46%,-,-,3008989.0,23.46%,12827140.0,0.23457988296689675,0,0,0.23457988296689675,0.23457988296689675,
169,비금융회사,플레이디,동일인측,계열회사,나스미디어,6018151,46.92%,-,-,6018151.0,46.92%,12827140.0,0.46917325296207885,1,1,0.46917325296207885,0.46917325296207885,나스미디어
170,비금융회사,플레이디,동일인측,동일인 측 합계,동일인 측 합계,9027140,70.38%,-,-,9027140.0,70.38%,12827140.0,0.7037531359289756,50,50,,,
171,비금융회사,플레이디,기타주주,기타,기타,3800000,29.62%,-,-,3800000.0,29.62%,12827140.0,0.2962468640710244,99,99,0.2962468640710244,0.2962468640710244,
172,비금융회사,플레이디,총계,총계,총계,12827140,100.00%,-,-,12827140.0,100.00%,12827140.0,1.0,50,50,,,
173,비금융회사,케이티엠오에스북부,동일인측,동일인,케이티,409991,80.87%,-,-,409991.0,80.87%,507004.0,0.8086543695907724,0,0,0.8086543695907724,1.0,
174,비금융회사,케이티엠오에스북부,동일인측,자기주식,케이티엠오에스북부,97013,19.13%,-,-,97013.0,19.13%,507004.0,0.19134563040922753,50,0,,1.0,
175,비금융회사,케이티엠오에스북부,동일인측,동일인측 합계,동일인측 합계,507004,100.00%,-,-,507004.0,100.00%,507004.0,1.0,50,50,,,
176,비금융회사,케이티엠오에스북부,기타주주,기타,기타,-,-,-,-,,-,507004.0,,99,99,0.0,0.0,
177,비금융회사,케이티엠오에스북부,총계,총계,총계,507004,100.00%,-,-,507004.0,100.00%,507004.0,1.0,50,50,,,
178,비금융회사,케이티엠오에스남부,동일인측,동일인,케이티,248515,75.07%,-,-,248515.0,75.07%,331043.0,0.7507030808686485,0,0,0.7507030808686485,0.9875363623456771,
179,비금융회사,케이티엠오에스남부,동일인측,자기주식,케이티엠오에스남부,78402,23.68%,-,-,78402.0,23.68%,331043.0,0.23683328147702867,50,0,,0.9875363623456771,
180,비금융회사,케이티엠오에스남부,동일인측,동일인측 합계,동일인측 합계,326917,98.75%,-,-,326917.0,98.75%,331043.0,0.9875363623456771,50,50,,,
181,비금융회사,케이티엠오에스남부,기타주주,기타,기타,4126,1.25%,-,-,4126.0,1.25%,331043.0,0.012463637654322852,99,99,0.012463637654322852,0.012463637654322852,
182,비금융회사,케이티엠오에스남부,총계,총계,총계,331043,100.00%,-,-,331043.0,100.00%,331043.0,1.0,50,50,,,
183,비금융회사,케이에이치에스,동일인측,비영리법인,(재)케이티그룹희망나눔재단,20000,100.00%,-,-,20000.0,100.00%,20000.0,1.0,50,0,,1.0,
184,비금융회사,케이에이치에스,동일인측,동일인측 합계,동일인측 합계,20000,100.00%,-,-,20000.0,100.00%,20000.0,1.0,50,50,,,
185,비금융회사,케이에이치에스,기타주주,기타,기타,-,-,-,-,,-,20000.0,,99,99,0.0,0.0,
186,비금융회사,케이에이치에스,총계,총계,총계,20000,100.00%,-,-,20000.0,100.00%,20000.0,1.0,50,50,,,
187,비금융회사,넥스트커넥트피에프브이,동일인측,동일인,케이티,73130099,100.00%,-,-,73130099.0,95.00%,76979052.0,0.9499999948037812,0,0,0.9499999948037812,0.9499999948037812,
188,비금융회사,넥스트커넥트피에프브이,동일인측,동일인측 합계,동일인측 합계,73130099,100.00%,-,-,73130099.0,95.00%,76979052.0,0.9499999948037812,50,50,,,
189,비금융회사,넥스트커넥트피에프브이,기타주주,기타,기타,-,-,3848953,100.00%,3848953.0,5.00%,76979052.0,0.05000000519621883,99,99,0.05000000519621883,0.05000000519621883,
190,비금융회사,넥스트커넥트피에프브이,총계,총계,총계,73130099,100.00%,3848953,100.00%,76979052.0,100.00%,76979052.0,1.0,50,50,,,
191,비금융회사,케이티희망지음,동일인측,동일인,케이티,300000,100.00%,-,-,300000.0,100.00%,300000.0,1.0,0,0,1.0,1.0,
192,비금융회사,케이티희망지음,동일인측,동일인측 합계,동일인측 합계,300000,100.00%,-,-,300000.0,100.00%,300000.0,1.0,50,50,,,
193,비금융회사,케이티희망지음,기타주주,기타,기타,-,-,-,-,,-,300000.0,,99,99,0.0,0.0,
194,비금융회사,케이티희망지음,총계,총계,총계,300000,100.00%,-,-,300000.0,100.00%,300000.0,1.0,50,50,,,
195,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,동일인측,동일인,케이티,600000,100.00%,-,-,600000.0,54.25%,1105922.0,0.5425337410775806,0,0,0.5425337410775806,0.5425337410775806,
196,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,동일인측,계열회사,케이티아이에스,-,-,102217,20.20%,102217.0,9.24%,1105922.0,0.09242695235287841,1,1,0.09242695235287841,0.09242695235287841,케이티아이에스
197,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,동일인측,동일인측 합계,동일인측 합계,600000,100.00%,102217,20.20%,702217.0,63.50%,1105922.0,0.6349606934304589,50,50,,,
198,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,기타주주,기타,기타,-,-,403705,79.80%,403705.0,36.50%,1105922.0,0.3650393065695411,99,99,0.3650393065695411,0.3650393065695411,
199,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,총계,총계,총계,600000,100.00%,505922,100.00%,1105922.0,100.00%,1105922.0,1.0,50,50,,,
200,비금융회사,케이리얼티임대주택제3호위탁관리부동산투자회사,동일인측,계열회사,케이티에스테이트,-,-,886000,100.00%,886000.0,83.58%,1060000.0,0.8358490566037736,1,1,0.8358490566037736,0.8358490566037736,케이티에스테이트
201,비금융회사,케이리얼티임대주택제3호위탁관리부동산투자회사,동일인측,계열회사,케이티에이엠씨,60000,34.48%,-,-,60000.0,5.66%,1060000.0,0.05660377358490566,1,1,0.05660377358490566,0.05660377358490566,케이티에이엠씨
202,비금융회사,케이리얼티임대주택제3호위탁관리부동산투자회사,동일인측,동일인측 합계,동일인측 합계,60000,34.48%,886000,100.00%,946000.0,89.25%,1060000.0,0.8924528301886793,50,50,,,
203,비금융회사,케이리얼티임대주택제3호위탁관리부동산투자회사,기타주주,기타,기타,114000,65.52%,-,-,114000.0,10.75%,1060000.0,0.10754716981132076,99,99,0.10754716981132076,0.10754716981132076,
204,비금융회사,케이리얼티임대주택제3호위탁관리부동산투자회사,총계,총계,총계,174000,100.00%,886000,100.00%,1060000.0,100.00%,1060000.0,1.0,50,50,,,
205,비금융회사,스토리위즈,동일인측,동일인,케이티,2800000,100.00%,-,-,2800000.0,100.00%,2800000.0,1.0,0,0,1.0,1.0,
206,비금융회사,스토리위즈,동일인측,동일인측 합계,동일인측 합계,2800000,100.00%,-,-,2800000.0,100.00%,2800000.0,1.0,50,50,,,
207,비금융회사,스토리위즈,기타주주,기타,기타,-,-,-,-,,-,2800000.0,,99,99,0.0,0.0,
208,비금융회사,스토리위즈,총계,총계,총계,2800000,100.00%,-,-,2800000.0,100.00%,2800000.0,1.0,50,50,,,
209,금융회사,스마트로,동일인측,계열회사,이니텍,626736,50.21%,-,-,626736.0,50.21%,1248280.0,0.5020796616143813,1,1,0.5020796616143813,0.5020796616143813,이니텍
210,금융회사,스마트로,동일인측,계열회사,비씨카드,178728,14.32%,-,-,178728.0,14.32%,1248280.0,0.14317941487486782,1,1,0.14317941487486782,0.14317941487486782,비씨카드
211,금융회사,스마트로,동일인측,동일인 측 합계,동일인 측 합계,805464,64.53%,-,-,805464.0,64.53%,1248280.0,0.6452590764892492,50,50,,,
212,금융회사,스마트로,기타주주,기타,기타,442816,35.47%,-,-,442816.0,35.47%,1248280.0,0.3547409235107508,99,99,0.3547409235107508,0.3547409235107508,
213,금융회사,스마트로,총계,총계,총계,1248280,100.00%,-,-,1248280.0,100.00%,1248280.0,1.0,50,50,,,
214,금융회사,비씨카드,동일인측,동일인,케이티,3059560,69.54%,-,-,3059560.0,69.54%,4400000.0,0.6953545454545454,0,0,0.6953545454545454,0.6953545454545454,
215,금융회사,비씨카드,동일인측,동일인 측 합계,동일인 측 합계,3059560,69.54%,-,-,3059560.0,69.54%,4400000.0,0.6953545454545454,50,50,,,
216,금융회사,비씨카드,기타주주,기타,기타,1340440,30.46%,-,-,1340440.0,30.46%,4400000.0,0.30464545454545455,99,99,0.30464545454545455,0.30464545454545455,
217,금융회사,비씨카드,총계,총계,총계,4400000,100.00%,-,-,4400000.0,100.00%,4400000.0,1.0,50,50,,,
218,금융회사,브이피,동일인측,계열회사,비씨카드,376993,50.90%,-,-,376993.0,50.90%,740586.0,0.5090468898952991,1,1,0.5090468898952991,0.5090468898952991,비씨카드
219,금융회사,브이피,동일인측,등기된 임원,김준,58,0.01%,,,58.0,0.01%,740586.0,7.83163602876641e-05,50,0,,0.00013232764324467382,
220,금융회사,브이피,동일인측,등기된 임원,김도근,40,0.01%,,,40.0,0.01%,740586.0,5.401128295700972e-05,50,0,,0.00013232764324467382,
221,금융회사,브이피,동일인측,동일인 측 합계,동일인 측 합계,377091,50.92%,-,-,377091.0,50.92%,740586.0,0.5091792175385438,50,50,,,
222,금융회사,브이피,기타주주,기타,기타,363495,49.08%,-,-,363495.0,49.08%,740586.0,0.4908207824614562,99,99,0.4908207824614562,0.4908207824614562,
223,금융회사,브이피,총계,총계,총계,740586,100.00%,-,-,740586.0,100.00%,740586.0,1.0,50,50,,,
224,금융회사,케이티인베스트먼트,동일인측,동일인,케이티,4000000,100.00%,-,-,4000000.0,100.00%,4000000.0,1.0,0,0,1.0,1.0,
225,금융회사,케이티인베스트먼트,동일인측,동일인 측 합계,동일인 측 합계,4000000,100.00%,-,-,4000000.0,100.00%,4000000.0,1.0,50,50,,,
226,금융회사,케이티인베스트먼트,기타주주,기타,기타,-,-,-,-,,-,4000000.0,,99,99,0.0,0.0,
227,금융회사,케이티인베스트먼트,총계,총계,총계,4000000,100.00%,-,-,4000000.0,100.00%,4000000.0,1.0,50,50,,,
