,firmname,own,own2,type,ownername
0,장금상선,0.16847826086956522,0.16847826086956522,0,
15,장금상선,0.010869565217391304,0.010869565217391304,1,국양로지텍
16,장금상선,,,1,
17,장금상선,0.8206521739130435,0.8206521739130435,-1,
19,장금상선,0.0,0.0,99,
22,와이제이씨,0.0,0.0,0,
37,와이제이씨,1.0,1.0,1,장금상선
38,와이제이씨,,,1,
39,와이제이씨,,,-1,
41,와이제이씨,0.0,0.0,99,
44,피엔씨티,0.0,0.0,0,
59,피엔씨티,1.0,1.0,1,부산항터미널
60,피엔씨티,,,1,
61,피엔씨티,,,-1,
63,피엔씨티,0.0,0.0,99,
66,한성라인,0.0,0.0,0,
81,한성라인,1.0,1.0,1,장금상선
82,한성라인,,,1,
83,한성라인,,,-1,
85,한성라인,0.0,0.0,99,
88,경평물류,0.0,0.0,0,
103,경평물류,0.65,0.65,1,장금상선
104,경평물류,0.05,0.05,1,국양로지텍
105,경평물류,,,-1,
107,경평물류,0.3,0.3,99,
110,광양항서부컨테이너터미널,0.0,0.0,0,
125,광양항서부컨테이너터미널,0.7,0.7,1,장금상선
126,광양항서부컨테이너터미널,,,1,
127,광양항서부컨테이너터미널,,,-1,
129,광양항서부컨테이너터미널,0.3,0.3,99,
132,국양로지텍,0.1203030303030303,0.1203030303030303,0,
147,국양로지텍,0.8796969696969696,0.8796969696969696,1,장금상선
148,국양로지텍,,,1,
149,국양로지텍,,,-1,
151,국양로지텍,0.0,0.0,99,
154,국양해운,0.15,0.15,0,
169,국양해운,0.85,0.85,1,장금상선
170,국양해운,,,1,
171,국양해운,,,-1,
173,국양해운,0.0,0.0,99,
176,부산항터미널,0.0,0.0,0,
191,부산항터미널,0.42602002744951695,0.42602002744951695,1,장금상선
192,부산항터미널,,,1,
193,부산항터미널,,,-1,
195,부산항터미널,0.573979972550483,0.573979972550483,99,
198,슈퍼랙,0.0,0.0,0,
213,슈퍼랙,1.0,1.0,1,장금상선
214,슈퍼랙,,,1,
215,슈퍼랙,,,-1,
217,슈퍼랙,0.0,0.0,99,
220,시노코쉽매니지먼트,0.0,0.0,0,
235,시노코쉽매니지먼트,0.5,0.5,1,장금상선
236,시노코쉽매니지먼트,0.5,0.5,1,장금마리타임
237,시노코쉽매니지먼트,,,-1,
239,시노코쉽매니지먼트,0.0,0.0,99,
242,시노코탱커,1.0,1.0,0,
257,시노코탱커,,,1,
258,시노코탱커,,,1,
259,시노코탱커,,,-1,
261,시노코탱커,0.0,0.0,99,
264,시노코페트로케미컬,1.0,1.0,0,
279,시노코페트로케미컬,,,1,
280,시노코페트로케미컬,,,1,
281,시노코페트로케미컬,,,-1,
283,시노코페트로케미컬,0.0,0.0,99,
286,장금마리타임,1.0,1.0,0,
301,장금마리타임,,,1,
302,장금마리타임,,,1,
303,장금마리타임,,,-1,
305,장금마리타임,0.0,0.0,99,
308,조강해운,0.2,0.2,0,
323,조강해운,0.8,0.8,1,장금상선
324,조강해운,,,1,
325,조강해운,,,-1,
327,조강해운,0.0,0.0,99,
330,퍼시픽엔지니어링,0.0,0.0,0,
345,퍼시픽엔지니어링,1.0,1.0,1,장금상선
346,퍼시픽엔지니어링,,,1,
347,퍼시픽엔지니어링,,,-1,
349,퍼시픽엔지니어링,0.0,0.0,99,
352,흥아라인,0.0,0.0,0,
367,흥아라인,1.0,1.0,1,장금상선
368,흥아라인,,,1,
369,흥아라인,,,-1,
371,흥아라인,0.0,0.0,99,
