,소속회사명1,소속회사명2,동일인과의 관계1,동일인과의 관계2,성명,보통주 주식수,보통주 지분율,우선주 주식수,우선주 지분율,합계 주식수,합계 지분율,동일인과의 관계3,divisor,shares
187,비금융회사,넥스트커넥트피에프브이,동일인측,동일인,케이티,73130099,100.00%,-,-,73130099.0,95.00%,동일인,76979052.0,0.9499999948037812
188,비금융회사,넥스트커넥트피에프브이,동일인측,동일인측 합계,동일인측 합계,73130099,100.00%,-,-,73130099.0,95.00%,동일인측 합계,76979052.0,0.9499999948037812
189,비금융회사,넥스트커넥트피에프브이,기타주주,기타,기타,-,-,3848953,100.00%,3848953.0,5.00%,기타,76979052.0,0.05000000519621883
190,비금융회사,넥스트커넥트피에프브이,총계,총계,총계,73130099,100.00%,3848953,100.00%,76979052.0,100.00%,총계,76979052.0,1.0
191,비금융회사,케이티희망지음,동일인측,동일인,케이티,300000,100.00%,-,-,300000.0,100.00%,동일인,300000.0,1.0
192,비금융회사,케이티희망지음,동일인측,동일인측 합계,동일인측 합계,300000,100.00%,-,-,300000.0,100.00%,동일인측 합계,300000.0,1.0
193,비금융회사,케이티희망지음,기타주주,기타,기타,-,-,-,-,,-,기타,300000.0,
194,비금융회사,케이티희망지음,총계,총계,총계,300000,100.00%,-,-,300000.0,100.00%,총계,300000.0,1.0
195,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,동일인측,동일인,케이티,600000,100.00%,-,-,600000.0,54.25%,동일인,1105922.0,0.5425337410775806
196,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,동일인측,계열회사,케이티아이에스,-,-,102217,20.20%,102217.0,9.24%,계열회사,1105922.0,0.09242695235287841
197,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,동일인측,동일인측 합계,동일인측 합계,600000,100.00%,102217,20.20%,702217.0,63.50%,동일인측 합계,1105922.0,0.6349606934304589
198,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,기타주주,기타,기타,-,-,403705,79.80%,403705.0,36.50%,기타,1105922.0,0.3650393065695411
199,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,총계,총계,총계,600000,100.00%,505922,100.00%,1105922.0,100.00%,총계,1105922.0,1.0
200,비금융회사,케이리얼티임대주택제3호위탁관리부동산투자회사,동일인측,계열회사,케이티에스테이트,-,-,886000,100.00%,886000.0,83.58%,계열회사,1060000.0,0.8358490566037736
201,비금융회사,케이리얼티임대주택제3호위탁관리부동산투자회사,동일인측,계열회사,케이티에이엠씨,60000,34.48%,-,-,60000.0,5.66%,계열회사,1060000.0,0.05660377358490566
202,비금융회사,케이리얼티임대주택제3호위탁관리부동산투자회사,동일인측,동일인측 합계,동일인측 합계,60000,34.48%,886000,100.00%,946000.0,89.25%,동일인측 합계,1060000.0,0.8924528301886793
203,비금융회사,케이리얼티임대주택제3호위탁관리부동산투자회사,기타주주,기타,기타,114000,65.52%,-,-,114000.0,10.75%,기타,1060000.0,0.10754716981132076
204,비금융회사,케이리얼티임대주택제3호위탁관리부동산투자회사,총계,총계,총계,174000,100.00%,886000,100.00%,1060000.0,100.00%,총계,1060000.0,1.0
205,비금융회사,스토리위즈,동일인측,동일인,케이티,2800000,100.00%,-,-,2800000.0,100.00%,동일인,2800000.0,1.0
206,비금융회사,스토리위즈,동일인측,동일인측 합계,동일인측 합계,2800000,100.00%,-,-,2800000.0,100.00%,동일인측 합계,2800000.0,1.0
207,비금융회사,스토리위즈,기타주주,기타,기타,-,-,-,-,,-,기타,2800000.0,
208,비금융회사,스토리위즈,총계,총계,총계,2800000,100.00%,-,-,2800000.0,100.00%,총계,2800000.0,1.0
209,금융회사,스마트로,동일인측,계열회사,이니텍,626736,50.21%,-,-,626736.0,50.21%,계열회사,1248280.0,0.5020796616143813
210,금융회사,스마트로,동일인측,계열회사,비씨카드,178728,14.32%,-,-,178728.0,14.32%,계열회사,1248280.0,0.14317941487486782
211,금융회사,스마트로,동일인측,동일인 측 합계,동일인 측 합계,805464,64.53%,-,-,805464.0,64.53%,동일인 측 합계,1248280.0,0.6452590764892492
212,금융회사,스마트로,기타주주,기타,기타,442816,35.47%,-,-,442816.0,35.47%,기타,1248280.0,0.3547409235107508
213,금융회사,스마트로,총계,총계,총계,1248280,100.00%,-,-,1248280.0,100.00%,총계,1248280.0,1.0
214,금융회사,비씨카드,동일인측,동일인,케이티,3059560,69.54%,-,-,3059560.0,69.54%,동일인,4400000.0,0.6953545454545454
215,금융회사,비씨카드,동일인측,동일인 측 합계,동일인 측 합계,3059560,69.54%,-,-,3059560.0,69.54%,동일인 측 합계,4400000.0,0.6953545454545454
216,금융회사,비씨카드,기타주주,기타,기타,1340440,30.46%,-,-,1340440.0,30.46%,기타,4400000.0,0.30464545454545455
217,금융회사,비씨카드,총계,총계,총계,4400000,100.00%,-,-,4400000.0,100.00%,총계,4400000.0,1.0
218,금융회사,브이피,동일인측,계열회사,비씨카드,376993,50.90%,-,-,376993.0,50.90%,계열회사,740586.0,0.5090468898952991
219,금융회사,브이피,동일인측,등기된 임원,김준,58,0.01%,,,58.0,0.01%,등기된 임원,740586.0,7.83163602876641e-05
220,금융회사,브이피,동일인측,등기된 임원,김도근,40,0.01%,,,40.0,0.01%,등기된 임원,740586.0,5.401128295700972e-05
221,금융회사,브이피,동일인측,동일인 측 합계,동일인 측 합계,377091,50.92%,-,-,377091.0,50.92%,동일인 측 합계,740586.0,0.5091792175385438
222,금융회사,브이피,기타주주,기타,기타,363495,49.08%,-,-,363495.0,49.08%,기타,740586.0,0.4908207824614562
223,금융회사,브이피,총계,총계,총계,740586,100.00%,-,-,740586.0,100.00%,총계,740586.0,1.0
224,금융회사,케이티인베스트먼트,동일인측,동일인,케이티,4000000,100.00%,-,-,4000000.0,100.00%,동일인,4000000.0,1.0
225,금융회사,케이티인베스트먼트,동일인측,동일인 측 합계,동일인 측 합계,4000000,100.00%,-,-,4000000.0,100.00%,동일인 측 합계,4000000.0,1.0
226,금융회사,케이티인베스트먼트,기타주주,기타,기타,-,-,-,-,,-,기타,4000000.0,
227,금융회사,케이티인베스트먼트,총계,총계,총계,4000000,100.00%,-,-,4000000.0,100.00%,총계,4000000.0,1.0
